HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.surveycode,Approve,Reject
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,33FBRBDW6O097JU1RC1X7R4U6O2C81,A38TZK07ON180S,Submitted,Sat Dec 08 07:23:35 PST 2018,Sat Dec 08 07:41:40 PST 2018,Thu Dec 13 07:41:40 PST 2018,,,,1085,0% (0/0),0% (0/0),0% (0/0),30285132,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,3483FV8BEEK95NJB14FTB0ZHO2Z26W,AOOGCOBAZBWJ2,Submitted,Sat Dec 08 06:23:52 PST 2018,Sat Dec 08 07:00:31 PST 2018,Thu Dec 13 07:00:31 PST 2018,,,,2199,0% (0/0),0% (0/0),0% (0/0),8996242,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,352YTHGROVEZ5QIF11PL16L5HUB4HV,A3GLUMB7HM8QQM,Submitted,Sat Dec 08 07:23:17 PST 2018,Sat Dec 08 07:52:35 PST 2018,Thu Dec 13 07:52:35 PST 2018,,,,1758,0% (0/0),0% (0/0),0% (0/0),61123675,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,358UUM7WRZ49D7E1Z4ZMIM7LV5Z7RF,ASMEIXETQPZV2,Submitted,Sat Dec 08 06:36:27 PST 2018,Sat Dec 08 07:12:47 PST 2018,Thu Dec 13 07:12:47 PST 2018,,,,2180,0% (0/0),0% (0/0),0% (0/0),52116797,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,3AZHRG4CU4L3CUTF3FDHL9UIHDD034,A3V89EYQAC6K0C,Submitted,Sat Dec 08 06:22:17 PST 2018,Sat Dec 08 06:41:58 PST 2018,Thu Dec 13 06:41:58 PST 2018,,,,1181,0% (0/0),0% (0/0),0% (0/0),29868310,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,3KXIR214I4HVQ0FXIGMEE2F3SBT24B,A15C02GO8F3DOH,Submitted,Sat Dec 08 06:22:14 PST 2018,Sat Dec 08 06:54:21 PST 2018,Thu Dec 13 06:54:21 PST 2018,,,,1927,0% (0/0),0% (0/0),0% (0/0),95156019,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,3V5Q80FXIXSA84WTI2HV4XNXEBX23Q,A1DNJ17PE2RYJZ,Submitted,Sat Dec 08 06:22:13 PST 2018,Sat Dec 08 07:16:54 PST 2018,Thu Dec 13 07:16:54 PST 2018,,,,3281,0% (0/0),0% (0/0),0% (0/0),26855984,,
3Q9SPIIRWJNTHLWSFZGBRSL3KIPAWE,3REZD5NBDIX1O529ZNUBSSDM2ZEVY8,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 06:20:17 PST 2018,9,BatchId:3464472;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 08 07:27:38 PST 2018,,,3X87C8JFV6CVK4JTAS8X8NTCMX9SQL,A1G17IJC53N6K3,Submitted,Sat Dec 08 06:22:24 PST 2018,Sat Dec 08 07:01:04 PST 2018,Thu Dec 13 07:01:04 PST 2018,,,,2320,0% (0/0),0% (0/0),0% (0/0),14078037,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,30ZX6P7VF8WLTIYILN9IK44MA9HJ2J,AXTFSJDN2YLO5,Submitted,Sat Dec 08 15:10:32 PST 2018,Sat Dec 08 15:31:15 PST 2018,Thu Dec 13 15:31:15 PST 2018,,,,1243,0% (0/0),0% (0/0),0% (0/0),52146933,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,32EYX73OY0ABBIQXCCSXSEL53H3URD,A12DY4HHG6MYF0,Submitted,Sat Dec 08 15:41:48 PST 2018,Sat Dec 08 16:25:55 PST 2018,Thu Dec 13 16:25:55 PST 2018,,,,2647,0% (0/0),0% (0/0),0% (0/0),98889735,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,340UGXU9DY234P7ELWX7TBA8ON8VUZ,A3NLOUDYXUZ2NT,Submitted,Sat Dec 08 15:11:02 PST 2018,Sat Dec 08 15:23:33 PST 2018,Thu Dec 13 15:23:33 PST 2018,,,,751,0% (0/0),0% (0/0),0% (0/0),19542625,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,3A1COHJ8NJW0OR5HD4FYII1AJH58H6,A6EXAJ8H6MORI,Submitted,Sat Dec 08 15:10:03 PST 2018,Sat Dec 08 15:28:23 PST 2018,Thu Dec 13 15:28:23 PST 2018,,,,1100,0% (0/0),0% (0/0),0% (0/0),35957406,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,3A4NIXBJ760HVCQBYQ4FFSVCK33MLF,A2OBW9OO2S40T3,Submitted,Sat Dec 08 15:09:28 PST 2018,Sat Dec 08 15:29:08 PST 2018,Thu Dec 13 15:29:08 PST 2018,,,,1180,0% (0/0),0% (0/0),0% (0/0),61780720,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,3VZLGYJEYLBCUD6JRYXXYOM86GUZXU,A2LTFGYU5WFGFM,Submitted,Sat Dec 08 15:09:18 PST 2018,Sat Dec 08 15:22:54 PST 2018,Thu Dec 13 15:22:54 PST 2018,,,,816,0% (0/0),0% (0/0),0% (0/0),67555203,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,3X31TUMD7XNKZN4M54LHV079MSHL1F,A3AE21BF9DH7SA,Submitted,Sat Dec 08 15:48:26 PST 2018,Sat Dec 08 16:24:09 PST 2018,Thu Dec 13 16:24:09 PST 2018,,,,2143,0% (0/0),0% (0/0),0% (0/0),88536003,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,3X4JMASXCMA8FPXSI8SN3SSU56OB06,A12H9WVHOB0E0O,Submitted,Sat Dec 08 15:10:04 PST 2018,Sat Dec 08 15:24:26 PST 2018,Thu Dec 13 15:24:26 PST 2018,,,,862,0% (0/0),0% (0/0),0% (0/0),5904013,,
3FBEFUUYRK6VN6HMOH37TYMQWH46AJ,37C200XS38A98AXFY0C7UJXI2QGTCI,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 15:08:40 PST 2018,9,BatchId:3464926;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 15:08:40 PST 2018,,,3YW4XOSQKQMNIDRGEIDIMN3SZJ1U19,A177O16TK7HSSI,Submitted,Sat Dec 08 15:10:51 PST 2018,Sat Dec 08 15:32:18 PST 2018,Thu Dec 13 15:32:18 PST 2018,,,,1287,0% (0/0),0% (0/0),0% (0/0),75357122,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,326O153BMIZ0LCA64BI8J7IY2Q3DEQ,A3C0NQ2IP5FTZQ,Submitted,Fri Dec 07 16:05:08 PST 2018,Fri Dec 07 16:34:59 PST 2018,Wed Dec 12 16:34:59 PST 2018,,,,1791,0% (0/0),0% (0/0),0% (0/0),97420485,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,336YQZE83VF3TNNQ63O8Y3ZFYBJ5MM,A24B5UF6RMHYGX,Submitted,Fri Dec 07 15:03:17 PST 2018,Fri Dec 07 15:42:54 PST 2018,Wed Dec 12 15:42:54 PST 2018,,,,2377,0% (0/0),0% (0/0),0% (0/0),58970885,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,35H6S234SA114K2YJNHR972T8B756F,A3POD149IG0DIW,Submitted,Fri Dec 07 15:17:24 PST 2018,Fri Dec 07 15:47:21 PST 2018,Wed Dec 12 15:47:21 PST 2018,,,,1797,0% (0/0),0% (0/0),0% (0/0),85199136,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,3IKZ72A5B4H1D21FOGGHXUFSSVKFNS,AJM4334V07JDQ,Submitted,Fri Dec 07 16:05:20 PST 2018,Fri Dec 07 16:30:45 PST 2018,Wed Dec 12 16:30:45 PST 2018,,,,1525,0% (0/0),0% (0/0),0% (0/0),25431542,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,3NGI5ARFTT6AQ8JKXWEOCHGTR00P1V,A19DZAFFZEU6GN,Submitted,Fri Dec 07 16:56:43 PST 2018,Fri Dec 07 17:12:40 PST 2018,Wed Dec 12 17:12:40 PST 2018,,,,957,0% (0/0),0% (0/0),0% (0/0),98504395,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,3R08VXYT7CWEL3VNYY9S5LF2NJS7WU,A3GPTSDDHJ2DBV,Submitted,Fri Dec 07 15:03:20 PST 2018,Fri Dec 07 15:14:35 PST 2018,Wed Dec 12 15:14:35 PST 2018,,,,675,0% (0/0),0% (0/0),0% (0/0),87273093,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,3R2UR8A0IAH0V9SCPPMGIQF4MA7XO2,AIEKCWYZTS41V,Submitted,Fri Dec 07 15:03:16 PST 2018,Fri Dec 07 15:21:06 PST 2018,Wed Dec 12 15:21:06 PST 2018,,,,1070,0% (0/0),0% (0/0),0% (0/0),9582130,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,3VA45EW49NOS587JIW19NHB3HV61OS,A2871R3LEPWMMK,Submitted,Fri Dec 07 16:04:08 PST 2018,Fri Dec 07 16:55:55 PST 2018,Wed Dec 12 16:55:55 PST 2018,,,,3107,0% (0/0),0% (0/0),0% (0/0),9952940,,
3FJ2RVH25Z7T0MOG99D47QUUATY29V,3ZBBW13US37MN4U1RB2VTBKVTQU9VY,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Fri Dec 07 15:03:07 PST 2018,9,BatchId:3464038;OriginalHitTemplateId:920937340;,3600,432000,Sun Dec 09 15:03:07 PST 2018,,,3W92K5RLWUIMJAHZKVPZLZISP4UV5S,A1ON7063MX4B6,Submitted,Fri Dec 07 15:04:03 PST 2018,Fri Dec 07 15:41:09 PST 2018,Wed Dec 12 15:41:09 PST 2018,,,,2226,0% (0/0),0% (0/0),0% (0/0),266764,,
3XUSYT70IT2Y72YJ62ESAYK54FO0DJ,3FQBE1TSBN4KW7UXON8J8PZM0X66BE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience. Note: Repeat WorkerIDs will not be approved!","survey, demographics",$2.11,Thu Dec 06 13:02:23 PST 2018,9,BatchId:3462629;OriginalHitTemplateId:920937340;,3600,432000,Fri Dec 07 06:40:01 PST 2018,,,3IXQG4FA2TZQBJL5I4BGW3TN83SB9E,A1EITLFAMKA61U,Approved,Thu Dec 06 13:02:33 PST 2018,Thu Dec 06 13:30:21 PST 2018,Tue Dec 11 13:30:21 PST 2018,Fri Dec 07 08:02:19 PST 2018,,,1668,100% (1/1),100% (1/1),100% (1/1),60954756,,
3XUSYT70IT2Y72YJ62ESAYK54FO0DJ,3FQBE1TSBN4KW7UXON8J8PZM0X66BE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience. Note: Repeat WorkerIDs will not be approved!","survey, demographics",$2.11,Thu Dec 06 13:02:23 PST 2018,9,BatchId:3462629;OriginalHitTemplateId:920937340;,3600,432000,Fri Dec 07 06:40:01 PST 2018,,,3KMS4QQVK2R05WGCR3O152YOYW2FK2,A2EDER9628S0A,Approved,Thu Dec 06 13:46:31 PST 2018,Thu Dec 06 14:15:45 PST 2018,Tue Dec 11 14:15:45 PST 2018,Fri Dec 07 08:02:19 PST 2018,,,1754,100% (1/1),100% (1/1),100% (1/1),41082694,,
3XUSYT70IT2Y72YJ62ESAYK54FO0DJ,3FQBE1TSBN4KW7UXON8J8PZM0X66BE,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience. Note: Repeat WorkerIDs will not be approved!","survey, demographics",$2.11,Thu Dec 06 13:02:23 PST 2018,9,BatchId:3462629;OriginalHitTemplateId:920937340;,3600,432000,Fri Dec 07 06:40:01 PST 2018,,,3NQL1CS15R9KLYRJVXUWWWGLK4VYVY,A39FH0T1NKKMVO,Approved,Thu Dec 06 13:10:39 PST 2018,Thu Dec 06 13:38:07 PST 2018,Tue Dec 11 13:38:07 PST 2018,Fri Dec 07 08:02:19 PST 2018,,,1648,100% (1/1),100% (1/1),100% (1/1),88726137,,
3DFYDSXB2W1RQAARE5EN233PPLKUJJ,3X8M0CO8USA7FRA880YSF1KAYUAPV7,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 01 09:26:25 PST 2018,100,BatchId:3456324;OriginalHitTemplateId:920937340;,3600,432000,Sat Dec 01 10:27:38 PST 2018,,,3WS1NTTKEYDYS698NAEJMIJFJHAF0B,A30RAYNDOWQ61S,Approved,Sat Dec 01 09:26:43 PST 2018,Sat Dec 01 09:50:32 PST 2018,Thu Dec 06 09:50:32 PST 2018,Wed Dec 05 07:46:35 PST 2018,,,1429,100% (1/1),100% (1/1),100% (1/1),93328911,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,31JLPPHS2UVOFBLY50FSBAQ0FHBO32,A11O504U2EJUGU,Submitted,Sat Dec 08 10:44:37 PST 2018,Sat Dec 08 11:43:35 PST 2018,Thu Dec 13 11:43:35 PST 2018,,,,3538,0% (0/0),0% (0/0),0% (0/0),57967270,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,32AT8R96GLANCXQAR1S2IOQ1PIRSU2,APJ3Z84350UWX,Submitted,Sat Dec 08 09:39:04 PST 2018,Sat Dec 08 09:52:55 PST 2018,Thu Dec 13 09:52:55 PST 2018,,,,831,0% (0/0),0% (0/0),0% (0/0),99832464,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,36TFCYNS44BQ3S6PLCRQYHI3APSHXZ,A36AAQ5ODS1RCR,Submitted,Sat Dec 08 09:44:02 PST 2018,Sat Dec 08 10:04:11 PST 2018,Thu Dec 13 10:04:11 PST 2018,,,,1209,0% (0/0),0% (0/0),0% (0/0),25050383,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,37FMASSAYCSJMKE8MYHT9WSQR0MBII,A9ZKX0BIO0JT9,Submitted,Sat Dec 08 10:04:42 PST 2018,Sat Dec 08 10:34:37 PST 2018,Thu Dec 13 10:34:37 PST 2018,,,,1795,0% (0/0),0% (0/0),0% (0/0),3309479,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,37W3JXSD669X0NROL7ZSIYZZRKAYWZ,A1RN7D103KUVQ1,Submitted,Sat Dec 08 12:55:12 PST 2018,Sat Dec 08 13:06:28 PST 2018,Thu Dec 13 13:06:28 PST 2018,,,,676,0% (0/0),0% (0/0),0% (0/0),65589959,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,38F5OAUN5NDWOD0Y3ZNS4I5F8XEH77,A5Q0UTSKAI2TQ,Submitted,Sat Dec 08 09:53:13 PST 2018,Sat Dec 08 10:06:25 PST 2018,Thu Dec 13 10:06:25 PST 2018,,,,792,0% (0/0),0% (0/0),0% (0/0),75018366,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,3D4CH1LGEAUM20TGYQ3UXEKKONS9GF,A3A0PBRVBY8M9J,Submitted,Sat Dec 08 10:13:06 PST 2018,Sat Dec 08 10:38:07 PST 2018,Thu Dec 13 10:38:07 PST 2018,,,,1501,0% (0/0),0% (0/0),0% (0/0),48783186,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,3OJSZ2ATDSXK8KG32XMJFL2P3OP57G,AKMPF7KHSLMCW,Submitted,Sat Dec 08 10:01:55 PST 2018,Sat Dec 08 10:19:44 PST 2018,Thu Dec 13 10:19:44 PST 2018,,,,1069,0% (0/0),0% (0/0),0% (0/0),25973813,,
388CL5C1RJOSGES7HRJ1Z3RRZ6FLHB,3XGFMK14YH3TDOKICZZ7XTQ3A6I7FW,Take a survey about a news website,"After reading a short news article and participating in the comment section (3-5 min), take a 10-20 minute survey about your experience.","survey, demographics",$2.11,Sat Dec 08 09:31:11 PST 2018,9,BatchId:3464646;OriginalHitTemplateId:920937340;,3600,432000,Mon Dec 10 09:31:11 PST 2018,,,3X31TUMD7XNKZN4M54LHV079MRKL1G,A1EKUJGMFDI1RZ,Submitted,Sat Dec 08 09:44:50 PST 2018,Sat Dec 08 10:03:44 PST 2018,Thu Dec 13 10:03:44 PST 2018,,,,1134,0% (0/0),0% (0/0),0% (0/0),59482935,,
