react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
"I cant say that I blame the people. Like a commenter said, if it was my child I would have done the same thing..",That there are some very sick people out there. I cant see how anyone can do anything to harm a child let alone something as serious as murder.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,HQZ7,
"I don't think the citizens should have attacked the perpetrator. What if he didn't do the crime. It's always best to call the police. Sometimes vigilante's have other motives when they go after criminals. They thought that they were doing something good, but now they're in jail along with the perpetrator. ",I'm saddened that this have happened. The victim is too young to loose his life. The suspect is a refugee. I wonder if he was a criminal in his original country. Maybe we need to be more careful with how we process refugees into our country. ,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,UPEC,Foreign
"If the article was true and the person attacked, well, maybe they ought to get used to it. It will happen where he is going as prisons don't care much for child molesters. That doesn't make it right. It is just what will happen.","First, I wondered if the article was real. Since I live in Ohio and hadn't heard of this I figured it wasn't. So while the thought of the actions made me upset, I didn't believe them so didn't give them much credence. I have had a child attacked and molested when he was barely a year old. It was more than 44 years ago. I'm still numb from the incident and never forgave for the incident. It leaves me numb. If that article is true then numb is what I feel.",0,1,1,0,0,0,,,,,,,,,,,,,EJ0G,Attention check
I am shocked and saddened that someone would do something like that.  The person had to be mentally ill or something.  Just deserves what he gets.  He needs to be off this earth. ,I think it's sad that anyone would kill a innocent child or anyone for that matter.  Driven to kill is a bad thing.  We should do an eye for an eye.  Someone kills?  Kill them.  Someone rapes? Rape them.  Stabbed someone?  Stab them.  Do what they have done.  Why are we giving criminals rights?  ,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,ZIPI,
"I didn't think it was justifiable and that there wasn't any information relating to who the perpetrator actually was,",A child was killed and locals beat a perpetrator. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LK3P,
"It's something that is somewhat understandable, but very wrong. A person is Innocent before being proven guilty.","My reaction is like any other, I feel sorry for the family of the child, yet have very little sympathy for the people who attacked the man they think might be responsible.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5QTZ,
I can understand the immediate reaction to be angry but to beat a man when you do not know 100% for sure he did it or why is wrong. Innocent until proven guilty.,"What was the cause or reasoning behind it? Are we sure it was this man who did it? Don't think he should have been beaten, especially before knowing the facts.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MGIS,
"Vigilante justice is never appropriate and is a disgusting crime. Without giving the victim here a trial and confirming his guilt, this sort of behavior is never OK.","It seems outrageous to me that somebody could kill a child in cold blood, especially without any motive as desribed in the article itself.",,,,,,,1,0,1,0,0,0,0,0,1,0,0,0,FHGF,Time
I was happy to hear it. And if this article is true it would be the only thing that could make me feel better about the situation. It angers me that lawyers try to get people off even though they know for a fact that the person did it. If the person is seen doing it by the ones who attack him I believe it is justified. I would not approve if they attacked someone after only hearing a claim by someone else and not seeing the attack themselves.,"I was very upset and was hoping this wasn't a true story but made up for this survey. As I said in my comment I would participate in the beating if I had others there also doing it. I wouldn't even mind being arrested for doing that. If I was alone I would do everything in my power to stop that person from leaving the area. Also, if it had been my child I would have certainly beaten him to death even if I was alone.",0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,SYWY,
Why wasn't he in jail? Why were locals able to track him down? It doesn't make any sense. It's not the right thing to do to meet violence with violence.,"I'm disgusted by anyone who can murder an innocent child. I understand the locals' perspective, but beating him isn't the answer. Where was law enforcement? Why hadn't he been arrested yet? Why were citizens able to track him down?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ZYWC,
I thought that he got what he deserved. I didn't feel bad for him at all.,I thought it was very sad that someone could do such a thing to the child. It made me angry for the parents and for the community.,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2DGZ,
Well I certainly had mixed emotions.  While sure there was a side of me that felt like it was what he deserved and was satisfied by what happened.  Most of me was horrfied though.  Mob justice isn't a good answer.  Two wrongs don't make a right.  What if it turns out the guy they beat wasn't the guy who killed the boy?  There's lots of problems with mob justice.,It's horrible of course.  Killing a child is the worst crime I can think of.  It's snuffing out a life that hasn't gotten to come close to living fully.  It's beyond disgusting.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ZL6N,
I think it's totally justified. If you are going to attack a child then I see you as fair game.,"I think that its completely disgusting that some people can behave this way towards anyone, especially kids. Kids are innocent and shouldn't be punished.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,U7IN,
I felt the attack of the perpetrator were justified. It was only a small step of vindication that the victim and the victim's family deserve.,I felt anger and fear. I felt extreme sadness for the victim and the victim's family. I feel confusion about something like this could happen.,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,UDF3,
It's completely unacceptable. We can't allow people to take the law into their own hands. They may have injured an innocent man.,"Sadly, this sort of thing happens all the time. I'm not sure I feel anything about it, in particular. Stories of violence in the news have left me numb.",,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,QGNY,Dupe
"I assume you mean the perpetrator being attacked rather than the attack done by the perpetrator. I don't think it's ""okay"" but it is understandable that observers would have that reaction. I mean I'd be too scared to attack a murderer but I might feel the urge to do it.","It was weird how the article used the word gruesome. There were not enough details about who it was who attacked the murderer, exactly what time frame, what is going on?",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5A0M,
attacking the brutal criminal who did this terrible thing was understandable. people were horrified and distraught at his actions. they should be forgiven,"truly a horrible, unjustified act of senseless brutality. the man who did this to an innocent child deserves the harshest possible penalty- death.",,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,BXYO,Dupe
he got what he deserved for killing a kid. im not for  mob justice but in this case i am,it is a very sad time when a grown man has to kill a child for no reason. what is wrong with people nowadays,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,CGJZ,
It was pretty brutal for me to read about honestly. I mean I'm not even sure that the man did it or if people just needed an excuse to target him.,"It was terrible to read about but there wasn't a ton of information about the actual homicide of the child, mostly about the attack on the alleged perpetrator.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,R0FD,
I was wondering if he was actually guilty. I would hope that any group of people would be sure they had the right person before beating them regardless of race. ,"I am disgusted anyone would attack a child, then wondered if this was a racially driven hate crime and they had the right person. ",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,DSAK,
I found this attack an emotional one that was a bad idea.  I think its sad that people can't let the law handle it.  Beating this man wont bring back this kid.,My reaction is sadness and disgusted that such a tragedy would occur.  I believe things like this have no place in our world.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,KRST,
"Regardless of the situation, it's a slippery slope when one takes the law into their own hands.  That is why we have a justice system, however, sometimes the ends justify the means","Nobody should ever harm a child, no matter how deranged.  We live in a very scary world and sometimes you just want to get away",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NTVY,
I know it's not really the community's responsibility to go after the attacker like that but I completely understand why they did it. I would have considered doing the same especially if it was my child.,I can't imagine what would drive a person to commit a horrible crime like that. I hope he gets a harsh punishment because he really deserves it.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,VQGX,
I do not believe the perpetrator should have been attacked unless there was absolute proof that he was the one who murdered the child. If he were to be convicted then he would deserve the treatment he received.,The killing of any child is disgusting and the actual person who did it deserves whatever he or she receiveds as a consequence.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,K4LS,
"though vigilante justice should not be condoned, only in the most extereme situations should it be allowed. this is one of those times",I feel very bad for the parents of the murdered child and for the friends and family of the murderer. May the kid rest in peace,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NJJZ,
,"I was shocked to hear about the homicide, but more shocked to hear that people attacked the alleged propagator. I wondered what if he is innocent? ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXSM,
It is hard to feel anything either way about something like this. It happens so much today that it makes people feel numb.,It is awful that things like this happen in the world today. I makes me feel numb because you see it happen so often.,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,EWK2,Dupe
"My reaction was that he probably got what he deserved because he's most likely guilty if a large group attacked him for it. If he's actually guilty, worse things should happen to him than a beating.","I was surprised, upset and angry that anyone would kill an innocent child for any reason. It doesn't make any sense that a person would want to do that, much less actually do it. ",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,C3RI,
I don't think it's ever justified to take matters in your own hands in a modern industrialized world. They are stooping down to the perpetrators level.,"Really curious why it happened. There would seemingly need to be a reason for this person to do this. Was he angry, on drugs, mental health issues? Did the child do something horrible? I just don't know enough. ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WGTO,
I don't think that the mob should carry out this kind of justice.  There is always a chance that they got the wrong person.,I thought that this was a terrible thing to happen to a child.  The child could not have done anything to deserve this.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ERZM,
"Like I wrote before, I thought about how I hope that if they were to beat someone, that they actually beat the person who really did it. Otherwise, they would be beating an innocent person. I believe in the whole ""two wrongs dont make a right thing"" and overall, wish the man hadn't been beaten. Let the justice system do its thing. ",It sounds like a really sad situation. One thing that came to mind was it sounded like the community carried out some vigilante justice by beating the perpetrator. Hopefully the man was the actual murderer or else that would be very unfortunate to have beaten the wrong person so badly. Just a really shitty situation all around. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0HLD,
"I think that this sounds like something I would expect a community to do. The community is trying to look out for itself and make sure that they get back at the person that murdered a child. I think this may be a bit ""old fashioned"" but I also think it's somewhat expected.",I think that it is horrible that someone would kill a child. Children have no way to defend themselves and I wonder more about what the perpetrator did and more about why they chose to attack and kill the child.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UTM7,
He is bad. He should be punished for killing that child. He should not have done that. The fact that the people went after him was kind of justified. I don't feel bad for him.,I am mad and sad about it. What would make someone kill an innocent child. Why would a man do such a thing. I think that he is a refugee makes people even more mad.,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,ECEG,
I understand the attackers feelings of anger but do not agree with their actions. The attackers are not law enforcement and had no right to inflict their punishment.,Any murder is horrible but the murder of a child is beyond horrible. there are really no words to adequately describe such an act. ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DCPQ,
"I just knew it was going to be some ethnic minority and probably an illegal or refugee. I hate that my suspicions were confirmed. I understand the sentiments that inspired the attack, but you can't take justice in your own hands like that. There needs to be a trial first. ","Any homicide is horrific, but especially that of a child. I felt for the child and their family, as well as the residents of the small town.",1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,YT8Y,
"I think that in these times, if you want to do a crime like that, you have to be ready for whatever type of anger that might come your way for it. ",Its sad that we have to get used to news like this these days. It has become way too normal for our society and thus no feelings from me. ,,,,,,,,,,,,,,,,,,,U8S9,Dupe
YOU HAVE TO GO BACK TO THE OLD WAYS OF LOOKING AT IT AS AN EYE FOR AN EYE. MAYBE THAT WILL GET PEOPLE TO START THINKING ABOUT WHAT THEY DO. ,ITS SAD WHAT OUR WORLD IS COMING TO THESE DAYS. I THINK THAT WE NEED TO CHANGE THE WAYS WE ARE LIVING IN ORDER TO MAKE THE WORLD BETTER.,,,,,,,,,,,,,,,,,,,7HTA,Dupe
"we pray that this behaviors will change and people have some small humanity.it is really sad hearing such news often,i do not know where we are heading as a society.","it really pains me as a parent,its not that easy for your child to be killed.i hope justice will be served for this young soul.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,LJUA,
On some level - if they were sure the person was involved - it seems almost justified...but it is not a decision I would want to make.  If I were involved I would provide my evidence and get the police involved immediately.  But if it were my child that had been murdered...I might feel like attacking myself.,It is a terrible shame.  Homicide of anyone is terrible but when it is a child that has been murder it just tears at your heart.  I feel bad for all parties involved and I hope justice is served and the victims family can find some solace in that justice.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,J1R2,
,,,,,,,,,,,,,,,,,,,,VHOU,Time
"I get the impulse, but the word ""alleged"" stuck out like a sore thumb to me. I get that the police think this person committed the crime, and I assume they have real evidence. I don't know if that was released or not, but the citizens, while their anger is justified, I assume they have no way of knowing what evidence the police have and whether this person is the actual killer. It sounds like mob rule and it is extremely unfair to the accused. He may also be a victim. I fear for his life if he is found not guilty. I also assume it was much easier for these people to believe he was the killer because he is a minority, and they would not have been as quick to attack him had he been a white man, which is sick and unjust, but unfortunately common and true.",It's a terrible situation. I can't imagine being the family of the victim. My heart goes out to them because nothing that happens to the killer will bring their child back. I hope they are ok and taking care of themselves. It makes me very sad and angry that anything like this ever happens. It's senseless and heartbreaking. ,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,E62E,
I can see what could drive these people to do something like that I mean emotion and anger is a strong emotion at times like this ,It is terrible I wish it would have never happened I feel very sorry for the family and friends of the child ,,,,,,,,,,,,,,,,,,,D6R9,Dupe
"MY REACTION TO THE ATTACK OF THE ALLEGED PERPETRATOR DESCRIBED IN THE ARTICLE THAT I READ WAS ""HE GOT WHAT HE DESERVED"". HE SHOULD BE PUNISHED FOR KILLING ANYONE ESPECIALLY A CHILD. ",MY REACTIONS TO THE HOMICIDE OF THE CHILD DESCRIBED IN THE ARTICLE THAT I READ WOULD BE DISBELIEF THAT SOMETHING LIKE THIS WOULD HAPPEN AND ANGER THAT SOMEONE WOULD DO SOMETHING SO HORRIBLE. I WOULD FEEL LIKE THE MAN GOT WHAT HE DESERVED BY BEING BEATEN UP.,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4LRB,
"I would not typically approve of the attack of an alleged perpetrator however in this instance where they murdered a child, I don't see anything wrong with it. ",It is horrible that anyone would kill a child. I don't understand what any child could possibly do that would cause an adult to justify their killing. ,,,,,,,,,,,,,,,,,,,AGG0,Dupe
"Shocked and don't care what happened, he went in there to get what he wanted and thats about all her cares about.","A man killed an innocent child for no reason. I'm shocked, scared and mad knowing that someone could hurt an innocent child.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,KQRR,
"He got what he deserved, but it probably would have been best to just turn him over to the police. Heck, for all I know the people who beat  him could be charged with assault.","What a horrible thing to do. I am not surprised that the community beat the killer, although I myself probably would have just handed him over to the police.",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TSC5,
"It's understandable why the community reacted that way, but they shouldn't have done it regardless. Everyone deserves a trial before they are punished, it's not up to members of the community to take that into their own hands. ","I hate that this type of thing is a real world issue. I don't understand how anyone can feel so much anger and rage that they would take another person's life, especially the life of someone so young and innocent. ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SDQV,
I feel like it's  not justified to resort to vigilante justice. He should be tried and sentenced in a court of law. That's his right in this nation. ,I think this is a tragic event and I can't imagine why anybody would do something like this. I'm deeply saddened. ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,RCTB,
"I felt that the attack on the alleged perpetrator was completely wrong and should not have happened nor have been tolerated.  The article presented was not clear whether the person identified as the perpetrator was, in fact, guilty of the crime in question, and no one has any right to prejudge him as such.  Any person alleged to have committed such a crime against a child should be detained and thoroughly investigated, and potentially prosecuted.  However, in every sense, this person deserves due process in all judicial proceedings.","In reading this particular article, I immediately felt sadness and considered other articles that I had read in the past involving the death and killing of children both domestically and internationally.   The killing of a child is, of course, never justified, and a child is very vulnerable and undeserving of such an act.",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,JNUC,
I think that the person should either be killed immediately or continue to be beat by anyone who wants to until the end of his pathetic life. I don't feel any sympathy for the person who hurt a child.,"I think it is horrible for that to happen to anyone, but to a defenseless child is hard to imagine. There are sick people out there, but there shouldn't be any people sharing my air who killed a child.",,,,,,,,,,,,,,,,,,,HDXQ,Dupe
"I think that this is wrong. He hasn't gone to trial, so it's wrong to punish him. There needs to be proof. I would also worry that it might have been related to his religion, and people might have jumped to conclusions.","I think that it is very sad, and a senseless crime. You wouldn't expect something like that to happen in small town America, like a town in Ohio. It makes sense that the town is upset and anxious about the event.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,19X3,
"I don't like the idea of people taking the law into their own hands, no matter how justified. Leave this up to the legal system. ",How terrible that someone feel the need to murder a child. It made feel very sad. ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,YMOK,
They should not have attacked unless they knew for sure what had happened. People make mistakes and that is why we have a justice system to sort these things out. Mob justice does not work.,It is awful. I have kids and could not imagine any thing like that happening. I would be destroyed. It would be very bad.,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,H08Y,
I do not feel pity for the man being attacked. He did not feel pity for killing a child and the judicial system wouldn’t have punished him enough anyway.,I don’t know why people have to kill a child who hasn’t even had a chance to live yet. Killing a child is the worst crime ever.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,JEHP,
He deserves every little thing that happens to him. There is no reason for him to have gone and hurt that child. He deserves all the pain he gave them onto himself,This is a terrible thing that I hope would never happen to anyone. No one should have to go through this sort of suffering. ,,,,,,,,,,,,,,,,,,,LAKZ,Time
I guess people dont trust the system and feel they have to take justice into their own hands. It makes sense since so many people are getting away with stuff. ,Im so used to this type of thing that it does not register in the same way it used to or it really should these days. ,,,,,,,,,,,,,,,,,,,QDY1,Dupe
I think that it was a really brutal and not at all humane way of dealing with the alleged perpetrator.,"I thought it was really terrifying and heartbreaking for the child's family. However, I'm not really sure that the perp's beating was really warranted. We have courts for a reason.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,7OYO,
My first thought was that I hope the people who attacked him don't go to jail for it. I hope the pain he felt was intense. ,It made me intensely angry. I also feel very sad about it. In my opinion the man should be executed. My heart goes out to the family. ,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,UGCV,
I feel like it was justified. I think that they deserved it. I would not feel bad if something similar were to happen to them like that again.,I feel shocked and disgusted. I hope the person who did it gets what is coming to them. I do not really blame the people in the story for reacting in a violent manner.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4SIX,
I just did this? I'm sad that it was an immigrant and a Muslim because I'm afraid it'll be held up for everyone as an example and that it'll hurt relations. I don't believe in vigilante justice.,I'm saddened that a crime was committed by an immigrant because I'm afraid it'll be held up for everyone to look at as a poor example. I also don't believe in vigilante justice.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,PHLA,
"Though what those people did might seem like ""justice"", it is not justified at all.  These people cannot know without any doubt that this man commited this crime.  If they are mistaken, then they are assaulting an innocent man.","It is a terrible thing, especially since the man lived in the neighborhood and the child likely knew, and possibly trusted, this individual.  If this happened in my town I would think twice before letting my child go outside alone.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,JF9N,
The people who attacked him are just as worst as him.  There is no justice in their actions.  We have law and order.  We should let the justice system decide his fate.,It seems very evil to kill a child.  This individual should be locked up for life for the crimes he's committed on the child.,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,GJKD,
"Disappointment. I can't stand vigilantes who foolishly attempt to wreak their version of justice. I can't stand hotheads who become overwhelmed by emotion and attack. It's primitive. There's no honor in it, just stupid people knee-jerk reacting. ","I felt that it was unfortunate that somebody had died -- it's always disheartening to read of somebody passing in a ""gruesome slaying"", but I felt that the article was incredibly lean on details, which made me feel as though information was being deliberately withheld, which made me feel suspicious and less inclined react with the horror and anger displayed in the comments. ",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,LR9Y,
I had mixed feelings about the alleged perpetrator being attacked.,I was sad the child was killed. The person didn't deserve to be murdered.,,,,,,,,,,,,,,,,,,,DUYY,Dupe
"I think they should have captured the man and suppressed him until authorities arrived.  There's no reason to think justice won't be served, so there's no need for vigilante justice.",I'd be wondering what kind of awful culture the murderer came from to think that killing a child is an acceptable thing to do.  I would think the person needs to be caught as soon as possible and needs to pay for their awful crime.,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,XESM,
"Considering that it said that people tracked down the ""alleged perpetrator"" it worried me. What if they accidentally killed the child's parent or some other random person who isn't even the person who did it? People gossip, and people tend to believe the gossip. There was no proof that they had the real murderer. I don't want anyone gong around acting like vigilante police because the average citizen is not smart enough to always get the right person. That said, if it was truly the person who did it (but they just haven't been proven guilty yet), then oh well -- I don't care what happens to them.  No one on the planet needs to have a murderer around. ","My reaction is that our news media is filled with articles all across the country and world about the murders of children, and it disgusted me that here is yet another child that has been killed senselessly. I also found myself hoping they lock this person up for their rest of their lives and that the criminal is never allowed out on probation.It is the LEAST that we can do for the sake of the poor child.",0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,8KLG,
I think that I understand why it was done but still disagree with it. Violence cannot be solved by more violence. I think it is hard though to disagree overall with what they did.,I am angry at the entire situation. How could someone come to this country for shelter and then take a life here. Its beyond ridiculous. ,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,Q0A7,
I don't think that people should take justice on their own. They should let the justice system do what is right. Otherwise the whole world could end in chaos with people doing what they think is right.,I think there is never a reason to kill a child. Children don't know better and are learning to become adults. They are growing and learning new things everyday. Why should they be harmed at all? Unless they have done extremely bad things like killed someone. Other than that there is no reason for anyone to do such a horrible thing.,,,,,,,,,,,,,,,,,,,JMBL,Dupe
"I felt somewhat angry and sad over it, because it wasn't really clear if he was the guy. It kept saying ""alleged"" so it might not have been that guy who is guilty of the crime. It could still be someone else. It would be very sad if he were innocent. And even if he were guilty, it would still be sad that someone would go ahead and attack the person instead of relying on the law.","I don't know the child, so it seems like just another crime story in the news to me. Still, it does make me somewhat angry and frustrated that something like that can happen.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,LG1G,
,,,,,,,,,,,,,,,,,,,,7B7N,Time
H OVPE HE GETS WHAT HE DESERVES.  HE SHOULD GET  A FAIR TRIAL ,I HOPE HE GETS PUNISHED.  HE SHOULDNT HAVE BEEN BEATEN BY THE LOCALS.  LET THE POLICE HANDLE IT. ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1S9V,
"Just that I don't consider it good for vigilante ""justice"" to take place. I'd much rather citizens stay out of the way- and have the Police do their job in a situation like that.",Well I find it palpably sad that a child was murdered. There can be no rational explanation for such a bleak and horrible event.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NCP2,
"The persons reacted to a horrible situation and it was understandable that people acted this way toward the suspect. The individual who committed this crime got something far less than the child they victimized. Not saying it was justified, but understand why people acted this way, since the victim was a child. ",The child could not defend themselves and is a victim that lost their life and never got a chance to live. I am angry about what happened and I am distraught that a child lost their life and never got to live a full life and was robbed of their innocence. ,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,CSNR,
"I think mob violence is terrible. It defies the rule of law. Without the rule of law humans are no better than the animals from which they descend. I would not want to be accused and tried by a raging group of people - who may or may not be informed about the truth of the situation and circumstances. I know judging someone summarily without allowing them to defend themself or providing a defense just feels wrong to me.  Justice is very important, but there must be justice for both the accused and the victim.","Terrible, horrible, awful, really bad. The type of article I hate to read about, and yet see too often in newspaper articles or on tv. I feel bad for the child and the child's family. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,CHOF,
"The attack of the alleged perpetrator was unjustified. I understand the feeling of the people but they acted like animals, not like intelligent human beings. ",This homicide was a terrible and unforgivable crime allegedly committed by a Muslim male refuge. However I don't agree with the way the members of the community reacted to it. ,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,BNQ4,
I do not agree with an eye to an eye type retaliation.  I believe in humane treatment even though the person is guilty.  We should not stoop down to being barbaric.  I think we need to treat people fairly.,I feel very bad because it is not fair that the kids got killed. They did not deserve it.  It is too sad to even comprehend that it happened to kids.  They are innocent and should not endure it. ,,,,,,,0,0,0,0,0,0,1,0,0,1,0,0,NETR,Foreign
Probably not a good call but folks gonna be crazy sometimes.,"Idk, that sucks but it happens in life occasionally. Doesn't really have anything to do with me.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HJRF,
"I sometimes wonder about the pack mentality of humans. I can understand the anger, frustration and horror at the murder of a child, but I'm not sure I can understand the attack on the alleged perpetrator.","I just keep wondering if the crowd targeted the right person, or if he was targeted because of his refugee status.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,DERN,
I felt some guilt feelings about feeling happy about it. But I also realize that a civilized society should never take the law in our own hands and that we should believe in our government.,It is a very sad situation when a child becomes the victim of any crime. I also felt sad overall about how a community deals with such a crime.,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,KNNZ,
"I don't think the answer to violence is more violence. That's just logical. If we want to teach others that violence is wrong, then violence, even for ""justice"", is wrong. People don't get to do that to people.","I think any homicide is terrible, but of course a child's life ending is even more tragic. Children should never have to be in a situation where they will be hurt or killed. It's sad that it happens so often, much more than we think probably.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,BFKJ,
"I felt bad that justice was being dispensed through violence. Obviously we already have a problem with violence and even though I am very upset and angry about what I learned, I still am uncomfortable with anyone hurting anyone else, irregardless the circumstances or reasoning.","fear, unhappiness, horror, disgust, curiosity, loathing, hatred, anger, bewilderment, befuddlement, confusion. I cannot understand why any sane person would hurt a child. I cannot even contemplate the circumstances. It is something I do not understand, how nay person can hurt another person, especially a defenseless one.",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,4RVQ,
I just answered this. If you are talking about the attack on the perp...he got what was coming. If you are talking about the murder...string the guy up....,I think it was a terrible terrible thing to do. I am not surprised the folks in that town beat the guy up. The death sentence is for guys like that ( the killer),0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,QWLW,
How can a person do this to an innoccent child? If we would get more serious with punishments maybe the crime rate like this would go down,My heart breaks for the parents and the family involved. It makes me anxious wondering if I can protect my kids at all times,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,G855,
"I think the perpetrator will face a lot of hate because he is a muslim, but I'm guessing he was very mentally ill. I don't think someone just kills a child out of the blue without at least having antisocial personality disorder.  Of course, this is not an excuse, but if you're going to hate someone, do it for their actions and not their religion.","I feel, as a parent, like I couldn't even understand life anymore if that happened to my child.  My first thoughts jumped to that maybe the man knew the child, or that he was very mentally ill.",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,EBJQ,
Vigilante actions should not tolerated. How do the attackers know for sure the alleged perpetrator was the one who actually killed the child?,"Sad that a young life was taken away. Otherwise, not enough details of the incident are given in the vignette to elicit further reaction.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,X8AC,
I was disgusted by the attack.  You have to leave punishment of criminals to the police.  if this man is innocent you have attacked an innocent man and this looks like a hate crime.,These people hunted down and attacked an alleged murderer.  The alleged murderer is a refugee.  Seems to me that maybe they do not have all the facts yet.  Did this man do the crime.  Let the criminal justice system do it's job.  Right now it just looks like a hate crime.  if he did not do it you just brutally attacked an innocent man.,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Y4AQ,
I thought that it was terrible. I thought that the fact that a man can kill an innocent child means that there is defeinitly something wrong with him.,My reactions was disgust. I could not believe anyone would do something like that to a child. I wondered what kind of sock person this is.,,,,,,,,,,,,,,,,,,,YWYV,Time
