StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,SC0,MTurkCode,Bots,Q8 - Sentiment Polarity,Q8 - Sentiment Score,Q8 - Sentiment,Q8 - Topics
2018-12-08 13:27:31,2018-12-08 13:32:37,IP Address,75.86.24.233,100,306,True,2018-12-08 13:32:38,R_3J1WPXP09dNxxdT,,,,,43.048797607421875,-87.96250152587890625,anonymous,EN,6NBP,Not at All,Not at All,Extremely,Extremely,Not at All,Extremely,Extremely,Not at All,I can't believe a human would do something like that. I wonder what goes on in their mind. I would have been so afraid. I'm not sure what I would have done if I were in that position. It's just too scary to imagine.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Support,Completely Support,Kitchen appliance,7,Not at all,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,I wonder what comes to their mind when they do something so inhumane. I would be so afraid if I were the vicitim. I'd feel confused and lost and alone. I'm not sure what I would have done to be honest. I hope nothing like that ever happens to me.,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Increase,Greatly Increase,Slightly Decrease,Strongly Disapprove,Homicide,IM_cGy1dP3FBZG8SXj,"Thank you for this opportunity to look things over. ",149,49351896,Dupe,,,,
2018-12-08 13:18:44,2018-12-08 13:34:14,IP Address,47.208.253.237,100,930,True,2018-12-08 13:34:15,R_1rk2uAE2SXbQ9vv,,,,,38.9828948974609375,-121.09439849853515625,anonymous,EN,IUUH,Moderately,Not at All,Strongly,Strongly,Not at All,Slightly,Slightly,Not at All,I think it's incredibly tragic that a child was murdered. I feel like I don't know the whole story and didn't feel good about the actions of the locals without a trial by law.,Completely Unjustified,Neither Justified nor Unjustified,Very Unjustified,Completely Justified,Very Justified,Somewhat Unjustified,Very Unjustified,Very Unjustified,Very Unjustified,Strongly Oppose,Neither Support nor Oppose,None of the above,3.95,Strongly,Slightly,Moderately,Strongly,Not at all,Slightly,Moderately,Not at all,"I don't understand how they could know for certain without a trial. If by trial he was clearly guilty then it's completely understandable and people should be able to release their emotions that way. However it sends a bad message to society, if the people were incorrect and it encourages violent behavior on suspects not yet found to be guilty.",Somewhat Unjustified,Very Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,A few times a year,Between 5 minutes and 15 minutes,Greatly Increase,No Change,No Change,Slightly Increase,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,,130,3309479,,,,,
2018-12-08 13:27:36,2018-12-08 13:37:37,IP Address,38.142.181.178,100,600,True,2018-12-08 13:37:37,R_3UioWxeOzqoOiI1,,,,,37.7621002197265625,-122.3970947265625,anonymous,EN,R4HT,Extremely,Not at All,Extremely,Extremely,Not at All,Moderately,Extremely,Not at All,"I believe that people should have left justice in the hands of God and the justice system and not reacted this way.  I also understand the deep anger and frustration demonstrated by these individuals.  These types of crimes can be committed by individuals from different races and backrounds, and we should be careful when generalizing.  I believe that we need to do more to vet illegals and refugees.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Oppose,Completely Oppose,Mobile phone,2.50,Extremely,Not at all,Extremely,Extremely,Not at all,Extremely,Extremely,Not at all,"I was outraged at the actions of this individual, disgusted, I want justice to be served more than anything, but I do not believe that these individuals should have attacked the man without a trial.  I believe we should withold judgement and not increase racial or religious tenstions based on this individuals religious affiliation.  I think that many different people are capable of heinous crimes.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Moderately Decrease,No Change,No Change,Neither Approve nor Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,I think that this individual deserves swift and severe justice regardless of race or religion.,182,4755306,Keep,,,,
2018-12-08 13:28:16,2018-12-08 13:37:47,IP Address,66.31.67.246,100,570,True,2018-12-08 13:37:47,R_2z5CkvL0VuxpoOZ,,,,,42.7234954833984375,-71.4893035888671875,anonymous,EN,P4DV,Moderately,Not at All,Strongly,Extremely,Not at All,Moderately,Moderately,Not at All,"Being a parent I find it to be upsetting to hear about any death of a child, and this circumstance is just heart wrenchingly sad and the utmost terrible new.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Justified,Completely Justified,Very Justified,Very Justified,Somewhat Justified,Somewhat Support,Somewhat Oppose,Car,3,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"I can understand the reaction of the people that attacked the perpetrator. I don't think matters like this should left to people, but given the circumstances I would not have stepped in to stop it.",Completely Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Less than 5 minutes,No Change,No Change,No Change,No Change,Neither Approve nor Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,No,125,42050480,Dupe,,,,
2018-12-08 13:31:51,2018-12-08 13:37:58,IP Address,172.88.236.101,100,367,True,2018-12-08 13:37:58,R_2qdYkf6E74KJWLs,,,,,33.854400634765625,-117.785797119140625,anonymous,EN,SVNS,Strongly,Not at All,Strongly,Strongly,Not at All,Not at All,Not at All,Not at All,"If the alleged attacker is proven to have recklessly or intentionally killed the child, then he should be punished to the fullest extent allowable, including the death penalty. People who prey on children are scum.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Justified,Neither Support nor Oppose,Neither Support nor Oppose,None of the above,$2.15,Not at all,Strongly,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"If it is true that the alleged attacker is guilty of the crime he committed, then there is a great satisfaction in him being beat up. Sometimes people are people and society will exact justice for the victim. Too often, scummy defense attorneys and the ACLU will go to death to protect criminals and completely ignore the victims and their families.",Completely Justified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,About once a month,Between 5 minutes and 15 minutes,Moderately Increase,Greatly Decrease,Greatly Decrease,No Change,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,"No, thank you.",113,48783186,,,,,
2018-12-08 13:30:47,2018-12-08 13:38:01,IP Address,98.1.56.178,100,433,True,2018-12-08 13:38:01,R_2AMut2oKNuswRvR,,,,,43.160003662109375,-78.69229888916015625,anonymous,EN,P3KT,Slightly,Not at All,Strongly,Moderately,Not at All,Not at All,Slightly,Not at All,"So it seems like a mentally ill person wasn't getting the help and treatment he needed, and people in this community were fine with his suffering. Then when he kills a child, they go nuts and beat him. This is ignorant and uneducated citizenry at its finest.",Neither Justified nor Unjustified,Neither Justified nor Unjustified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Kitchen appliance,2,Moderately,Not at all,Moderately,Moderately,Not at all,Slightly,Slightly,Not at all,"These people are not informed citizens. They have no clue what they are doing. They are allowing their emotions to do their thinking for them, and they are celebrated for it in this country. At least the police brought a few of them in to be charged for their actions.",Completely Unjustified,Completely Justified,Completely Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,A few times a year,Between 5 minutes and 15 minutes,Greatly Decrease,Greatly Increase,Greatly Increase,Greatly Decrease,Completely Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,no issues,104,226075,,,,,
2018-12-08 13:34:23,2018-12-08 13:41:12,IP Address,173.216.132.176,100,409,True,2018-12-08 13:41:13,R_rjbf6UTddOyXFAZ,,,,,35.2841949462890625,-93.131500244140625,anonymous,EN,NIWF,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Slightly,Not at All,"I cannot fathom what goes through the mind of someone who would murder a child.  At least some street justice was served, they should've killed the perp, hopefully they at least maimed him for life.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Somewhat Oppose,Car,2.00,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,Didn't I just answer this very same question a few minutes before?  The guy should spend the rest of his life in prison being tortured every day of his existence.,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,A few times a year,Less than 5 minutes,Slightly Increase,Moderately Decrease,Moderately Decrease,Slightly Increase,Strongly Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,no,147,54536821,,,,,
2018-12-08 13:39:02,2018-12-08 13:48:11,IP Address,75.185.96.170,100,548,True,2018-12-08 13:48:11,R_3ptJ9uT7f0fIwE5,,,,,38.1593017578125,-85.7779998779296875,anonymous,EN,ONQ5,Moderately,Not at All,Strongly,Slightly,Not at All,Moderately,Moderately,Not at All,I was thinking there was no proof that this guy did it and it sounds like the just started beating the first Muslim they came in contact with because they think all Muslims are terrorist.,Completely Unjustified,Completely Unjustified,Very Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Unjustified,Somewhat Unjustified,Completely Unjustified,Strongly Oppose,Strongly Support,Mobile phone,5 dollars,Strongly,Not at all,Strongly,Strongly,Not at all,Moderately,Strongly,Not at all,I was thinking that they are just attacking him because of his race and these a probably small town racist people waiting for a excuse to do harm to this man.,Completely Unjustified,Completely Justified,Very Unjustified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,Several times per month,Less than 5 minutes,Slightly Increase,Moderately Decrease,Slightly Decrease,Slightly Decrease,Strongly Approve,Homicide,IM_6LjlZqmt6P2KfSl,nope,128,15208217,,,,,
2018-12-08 13:41:52,2018-12-08 13:48:14,IP Address,45.20.238.42,100,382,True,2018-12-08 13:48:14,R_10MMLBYWWMZmtmO,,,,,30.171600341796875,-95.49849700927734375,anonymous,EN,5B6B,Extremely,Not at All,Extremely,Extremely,Not at All,Extremely,Extremely,Not at All,It is the most detestable act and deserves nothing less than a death penalty no matter what the state of mind of the perpetrator,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Completely Support,None of the above,$3.00,Not at all,Extremely,Not at all,Not at all,Extremely,Not at all,Not at all,Not at all,He completely deserved it and more. Nobody should get away with murder even more so with that of innocent minor victims.,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Willing,About once a week,Less than 5 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_cGy1dP3FBZG8SXj,I don't remember the exact number of likes each comment had in the previous question. I hope it wasnt an attention check. I have paid complete attention to all aspects of your questions so far.,161,70037019,,,,,
2018-12-08 13:48:06,2018-12-08 13:55:57,IP Address,216.107.59.47,100,471,True,2018-12-08 13:55:57,R_2EAFZM9cxCPwMa0,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,MGXL,Moderately,Extremely,Slightly,Not at All,Strongly,Slightly,Slightly,Moderately,"Children face the highest risk of homicide by parents and someone they know. Increased investment into the compilation of routine data on child homicide, and the perpetrators of this homicide is imperative for understanding and ultimately reducing child homicide mortality worldwide.

",Completely Justified,Neither Justified nor Unjustified,Very Justified,Somewhat Justified,Somewhat Justified,Very Justified,Somewhat Justified,Completely Justified,Neither Justified nor Unjustified,Somewhat Support,Strongly Support,Television,5,Moderately,Extremely,Slightly,Not at all,Extremely,Slightly,Moderately,Slightly,"Among the tweets being circulated is a jarring graphic from December 2012 by the Enliven Project, intended to show the low rate of false reporting among rape victims. The Enliven Project is described as “a campaign to bring sexual violence out of the closet and lift survivors to their full potential,” according to its Web site. Here’s an example of how it shows up on Twitter:",Completely Justified,Very Justified,Neither Justified nor Unjustified,Very Justified,Neither Justified nor Unjustified,Somewhat Justified,Completely Justified,Somewhat Justified,Very Justified,Very Willing,Every day,Between 15 and 30 minutes,Moderately Increase,Greatly Increase,Slightly Increase,Greatly Increase,Neither Approve nor Disapprove,Arson,IM_6LjlZqmt6P2KfSl,none.,206,81447508,Bot,,,,
2018-12-08 13:51:07,2018-12-08 13:58:05,IP Address,71.193.93.214,100,417,True,2018-12-08 13:58:05,R_1HiTVTnJqp6zlEb,,,,,44.94140625,-93.0106964111328125,anonymous,EN,QSZ6,Moderately,Not at All,Extremely,Moderately,Not at All,Slightly,Slightly,Not at All,I thought it was an absolutely terrible story.  I was wondering what this man's provocation was to murder a child.  I was wondering if there were mental health issues at play.  I felt terrible for the family of the child.  This would be an incredibly difficult moment for them to get through.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Justified,Somewhat Justified,Somewhat Justified,Somewhat Justified,Completely Oppose,Completely Oppose,Kitchen appliance,3,Strongly,Not at all,Extremely,Moderately,Not at all,Slightly,Slightly,Not at all,"I completely understand why it would happen by I don't believe that ""mob justice"" is ever a very good option.  I believe that it is dangerous when we don't let the justice system do its job and try to take the law into our own hands. ",Somewhat Unjustified,Somewhat Justified,Very Justified,Somewhat Unjustified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,Several times per month,Less than 5 minutes,Moderately Increase,No Change,No Change,Slightly Decrease,Completely Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,,136,59770178,,,,,
2018-12-08 13:52:10,2018-12-08 14:01:36,IP Address,68.41.201.208,100,566,True,2018-12-08 14:01:36,R_2EyNL5EhiXyjE8A,,,,,42.27679443359375,-83.37580108642578125,anonymous,EN,MM1S,Not at All,Not at All,Moderately,Strongly,Not at All,Not at All,Not at All,Not at All,"I feel that the death of a child, especially in the case of a murder/homicide, is devastating to the family of the child and there is truly nothing worse than that on this earth.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Completely Justified,Neither Justified nor Unjustified,Somewhat Unjustified,Somewhat Unjustified,Somewhat Unjustified,Completely Oppose,Completely Oppose,None of the above,3 dollars,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"The attack was a little premature and completely unnecessary.
It says alleged perpetrator and not convicted/guilty perpetrator. 
Dude could have been innocent for all we know and he just got beat to an inch of his life.",Somewhat Unjustified,Somewhat Unjustified,Very Justified,Somewhat Unjustified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Less than 5 minutes,No Change,No Change,No Change,No Change,Somewhat Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,"Nope, nothing.",101,98201386,,,,,
2018-12-08 13:53:16,2018-12-08 14:02:13,IP Address,100.35.53.121,100,536,True,2018-12-08 14:02:13,R_3O97S4gjcvF5nCP,,,,,40.500701904296875,-74.5012969970703125,anonymous,EN,obbe,Strongly,Slightly,Strongly,Strongly,Not at All,Not at All,Slightly,Not at All,"Like one of the commentators said, you have to wonder what drives a person to kill an innocent child in cold blood especially when they pose no threat to  you.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Justified,Very Justified,Very Justified,Very Justified,Very Justified,Very Justified,Strongly Oppose,Completely Oppose,Mobile phone,$3,Moderately,Moderately,Slightly,Moderately,Not at all,Not at all,Slightly,Not at all,At first I found it somewhat satisfying cause i think most people like 'instant karma' but looking at the bigger picture this is not what a civilized society should be doing. it creates chaos,Very Unjustified,Somewhat Justified,Completely Unjustified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Moderately Decrease,No Change,Slightly Increase,Strongly Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,nothing to add,129,48806885,,,,,
2018-12-08 13:56:24,2018-12-08 14:02:45,IP Address,24.98.130.175,100,380,True,2018-12-08 14:02:45,R_3gMaSE7EYJbWaoM,,,,,34.2321014404296875,-84.15799713134765625,anonymous,EN,08B6,Strongly,Not at All,Extremely,Moderately,Not at All,Not at All,Slightly,Not at All,I feel sorry for the child that was killed and sorry for the family.  I hope the person responsible is punished for this terrible crime.,Completely Unjustified,Very Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Very Unjustified,Somewhat Justified,Completely Unjustified,Completely Oppose,Strongly Support,Kitchen appliance,2.63,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"I understand the feeling of the community but I hope they beat the right person.  A person should be punished by the courts, not a mob in the streets.",Neither Justified nor Unjustified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Unwilling,A few times a year,Between 5 minutes and 15 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,No Change,Neither Approve nor Disapprove,Homicide,IM_cGy1dP3FBZG8SXj,,117,11433695,,,,,
2018-12-08 13:58:46,2018-12-08 14:07:10,IP Address,173.44.36.157,100,503,True,2018-12-08 14:07:10,R_1joLb1abkisYPig,,,,,25.7805938720703125,-80.1826019287109375,anonymous,EN,EVUN,Strongly,Not at All,Strongly,Extremely,Not at All,Strongly,Strongly,Strongly,"it is a tragedy like people that can be seen today in the future of the physical integrity of children that in our future gives me a lot of sadness on the part of the child and his family to the perpetrator must be punished with the full weight of the law
",Somewhat Unjustified,Very Unjustified,Somewhat Unjustified,Neither Justified nor Unjustified,Somewhat Justified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Somewhat Justified,Neither Justified nor Unjustified,Completely Support,Completely Support,Mobile phone,3,Strongly,Not at all,Strongly,Extremely,Not at all,Moderately,Strongly,Extremely,"A lot of anger, impotence, as, of course, talking about an adult, the culprit of this tragedy against an innocent child, we must punish all people who attempt against the physical integrity of children.
",Somewhat Justified,Somewhat Justified,Somewhat Justified,Very Justified,Very Justified,Somewhat Justified,Somewhat Justified,Very Justified,Completely Justified,Very Willing,Several times per month,Between 5 minutes and 15 minutes,Greatly Increase,Slightly Decrease,Moderately Decrease,Moderately Decrease,Completely Approve,Homicide,IM_6LjlZqmt6P2KfSl,not comment,191,52046076,,,,,
2018-12-08 14:03:39,2018-12-08 14:08:52,IP Address,208.38.240.182,100,312,True,2018-12-08 14:08:53,R_24k1bvEwurEh7WN,,,,,40.4275970458984375,-86.87349700927734375,anonymous,EN,FBWD,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Moderately,Not at All,How can someone kill a child? Why? What kind of world is this that people kill innocent little children? This is completely heartbreaking,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Support,Neither Support nor Oppose,Kitchen appliance,1.00,Not at all,Moderately,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Anyone that would kill a child deserves what he gets. If it were my child I would have gone after him too. He deserves death or torture. You don't hurt children.,Completely Justified,Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,A few times a year,Less than 5 minutes,Greatly Increase,Moderately Decrease,Moderately Decrease,No Change,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,,141,3074047,,,,,
2018-12-08 13:58:44,2018-12-08 14:09:25,IP Address,66.41.158.139,100,641,True,2018-12-08 14:09:26,R_9otf0Hh7zosPG9z,,,,,44.9532012939453125,-93.15799713134765625,anonymous,EN,QW8I,Moderately,Not at All,Moderately,Slightly,Not at All,Slightly,Not at All,Not at All,It is sad to hear about the death of a child. Obviously to take the life of someone who has a future that is still full of potential- for that to be lost. It is obvious that the family must be suffering a great deal of loss having to deal with the murder of their child. I assume this is a smaller community so this kind of violence is probably uncommon for the area so it must be hard to deal with.,Completely Unjustified,Very Unjustified,Very Unjustified,Very Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Very Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Kitchen appliance,3.25,Moderately,Not at all,Slightly,Slightly,Not at all,Not at all,Strongly,Not at all,"The turn to violence in response to violence is not right. The murder is wrong but we have legal processes for a reason. If the ideal by which we live is justice than we have to try to live in accordance with just processes. This means allowing systems to work things out not to brutally attack someone because we believe that that committed this action. When we go to that level we are nearly as bad as the murder himself. ",Completely Unjustified,Completely Justified,Completely Unjustified,Somewhat Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,A few times a year,Between 5 minutes and 15 minutes,Moderately Decrease,Greatly Increase,Greatly Increase,Moderately Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,"Your time estimate are BS 15 minutes!? this took more than 20, any time there is free writing give bigger estimates... I like to make sure i give good info. ",105,53778136,,,,,
2018-12-08 14:02:17,2018-12-08 14:10:04,IP Address,136.53.18.235,100,467,True,2018-12-08 14:10:05,R_0qSv8AodmYH95ux,,,,,34.6204986572265625,-86.55100250244140625,anonymous,EN,SRKN,Extremely,Not at All,Extremely,Extremely,Not at All,Not at All,Strongly,Not at All,"I think it is terrible that this child was murdered by someone for no reason.  The man probably shouldn't have been in the U.S. at all.  I hope they take his life. ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Somewhat Support,Somewhat Support,Mobile phone,1.50,Extremely,Strongly,Strongly,Strongly,Slightly,Not at all,Strongly,Slightly,I think the perpetrator got what he deserved.  It is a shame that they didn't kill him the same way he killed the child.  The attackers shouldn't be punished for attacking the perpetrator.,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,About once a week,Less than 5 minutes,Greatly Increase,Greatly Decrease,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_e4LIm2S0u1OCEMB,,161,30259995,,,,,
2018-12-08 14:05:42,2018-12-08 14:11:19,IP Address,173.63.246.203,100,336,True,2018-12-08 14:11:19,R_1dLi8zk5M7lBTda,,,,,40.856201171875,-74.02300262451171875,anonymous,EN,ENOC,Moderately,Not at All,Strongly,Slightly,Not at All,Not at All,Not at All,Not at All,"What happened to that child is awful, but I don't believe the local citizens should have taken it upon themselves to carry out justice. The murderer deserves to rot in jail for life, but the police and investigators should make sure the suspect is guilty.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Somewhat Justified,Somewhat Justified,Somewhat Justified,Somewhat Oppose,Neither Support nor Oppose,None of the above,$1,Slightly,Slightly,Slightly,Not at all,Slightly,Not at all,Not at all,Not at all,"The possibility that this person is not guilty means he shouldn't have been attacked, but I understand the pain and outrage from the townspeople is clouding their rationality.",Somewhat Unjustified,Completely Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,A few times a year,Less than 5 minutes,Moderately Increase,Slightly Increase,Greatly Increase,Moderately Decrease,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,,131,65529062,,,,,
2018-12-08 13:59:45,2018-12-08 14:11:45,IP Address,24.34.32.179,100,719,True,2018-12-08 14:11:45,R_xyFLBl76K4HTBQZ,,,,,41.3047027587890625,-73.12940216064453125,anonymous,EN,9KXH,Extremely,Not at All,Strongly,Moderately,Not at All,Strongly,Moderately,Not at All,"It's very sad to hear about the death of a child. Having children of my own, I couldn't imagine the pain I'd be in if something like this happened to me.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Very Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Strongly Support,Completely Support,None of the above,3.00,Slightly,Moderately,Not at all,Not at all,Not at all,Slightly,Slightly,Not at all,I understand why people were attaching the alleged perpetrator. I would be angry and upset and I would want to get revenge on the person who murdered a child. I feel like he got what was coming to him for what he did.,Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,Several times per week,Between 5 minutes and 15 minutes,No Change,No Change,Slightly Decrease,No Change,Somewhat Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,Not at this time - thank you!,130,38456098,,,,,
2018-12-08 14:02:43,2018-12-08 14:13:58,IP Address,74.70.29.65,100,675,True,2018-12-08 14:13:58,R_2V1ncmtuEIk52G8,,,,,42.641693115234375,-73.785400390625,anonymous,EN,KJPJ,Moderately,Not at All,Strongly,Moderately,Not at All,Slightly,Slightly,Not at All,"My initial reaction is disbelief. Secondly, I feel badly for the child and the child's family and just hope the child did not suffer.  ",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Support,Television,"2.00 ",Moderately,Not at all,Not at all,Moderately,Not at all,Slightly,Slightly,Not at all,"My first reaction was that he deserved it.  However, beating the man causing serious injuries was not justified.  I think detainment by the residents was justified, but the rest should have left up to the police and the courts. ",Somewhat Unjustified,Very Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,Several times per month,Between 5 minutes and 15 minutes,No Change,Slightly Decrease,Moderately Decrease,No Change,Somewhat Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,This was a very interesting study and I was very happy to participate,111,39647754,,,,,
