react_hom,react_mob,survey_code,cog_dissonance,fake_news,info_seeking,racism_hate,social_desirability,violence,lethal,extrajudicial,dehumanizing,demonizing,group,ingroup,anger,disgust,sadness,fear,anxiety
"Taking justice into our own hands can be dangerous. In revisiting the facts of this case if the alleged perpetrator was in fact validated by people that actually saw him then I feel that this was a totally justified incident.

I feel for the family of the child a lot. It is not right for anyone to take the life of any person. ",If a person had witnessed the homicide act then I feel that the perpetrator deserved the beating that he received. If the act was validated beyond a reasonable doubt by people that were there then street justice is really an appropriate use of force against this person. If this was true then I felt good about reading the article that at least the perpetrator got what he deserved.,676G,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
i felt sad for the families because it is heartbreaking to lose a child so young. i also have some disgust for the murderer. how could you kill a child like that and be okay with yourself?,"I had felt  disgust, sadness and anger. disgust at how someone could kill innocent children, sadness for the families and anger because they need justice",EDK1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0
"I think anyone that kills a child, there is nothing to bad that can be done to them and i'm glad the people assaulted him. They should've killed him.",I think they should've attacked him and they should've killed him. I'm sure i would've if it were my child.,YF8R,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
It's terrible if this was my child I would be really upset. We just have to be careful rushing to judgement taking the law in to our hands is dangerous. What if it turns out it wasn't the accused,If they really did it they I can understand the anger. But it can never be right to take the law into our own hands. Why have a justice system at all. It may not always be right. it's all we have,R6OL,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"I mostly thought, if this really happened, I wouldn't be surprised in the slightest, which makes me sad.","I felt that it was a somewhat justifiable thing to do, IF he did it, but without evidence? To beat someone? What if he didn't do it, ya know? Don't make rash decisions like that were my thoughts. ",N00E,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"I think that it is terrible that anyone would slay a child. I'm not surprised that a Muslim man did this, since their religion is so full of violence.","I believe the perpetrator deserved to be attacked after what he had done. If I was there, I probably wouldn't have attacked him, but would have called higher authorities to come and help.",XUYE,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
"First of the man was the alleged killer of the child, in other words they were not sure if he did it or not. I think there was a better way of handling this instead of beating a man. It seems like this could be used as a hate crime for what the people of the town did. ","I think this could be a hate crime, they did not know that this man did it or not.  There should have a been a trail and DNA evidence. ",44ON,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I feel a mixture of sadness, anger, and disgust.  Children are vulnerable and innocent, and to think of a child dying in such a brutal way is heartbreaking.  I of course would want justice and closure for the victim's family.","I feel conflicted in response to the attack of the alleged perpetrator.  I can understand the rage and desire for justice that motivated the actions of the attackers, but I do not think that vigilante justice and brutality is the answer.  It is possible that the alleged perpetrator was innocent, and he has a right to a fair trial.  Additionally, I worry that he was targeted because of his status as a Muslim refugee, which is absolutely unjust.",PPMK,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0
"It is a tragic situation. More details would have helped me frame it. It is always unimaginable what drives a person to such mindless results, I assume some kind of tragic upbringing or mental condition. Neither is comforting.","The difficulty I see in the attack is that at least in the article, no evidence was reported, he was listed as the alleged attacker. If he was seen attacking the child, I'd more support a spontaneous attack on the perpetrator. But not being sure if he was the attacker, I'd think turning him over to authorities would be the best. Be the best in any case, but I'd understand how a spontaneous attack might occur if the slaying was seen as it occurred.",U1E4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"The homicide of the child described in the article was sad it should not happn in this country spcially by som immigrant, follow th laws or pay th pric",My reactions to the attack of the alleged perpetrator described in the article was satisfying in that som justic was dishd out and th criminal punishd with mor than simply bing takn car of in prison for th rst of his lif.,DDVZ,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
What could have drove that man to kill an innocent child? What did they ever do to him?,What ever could a small child have done  to have their life taken away by a disgusting grown man?,DSPJ,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
I felt very bad that the child had to suffer and his/her innocent young life has been taken away by a monster.,Justice came a little early but it is not over for him. He reaped what he sow and committed a crime so expect backlash and repercussion. I don't care he were beaten.,HSN1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0
"It is sad that a child was killed.  It didn't say what happened, but I hope the child didn't suffer.  I also hope that if that person that was attacked did kill the child, that he goes to jail for it.","I don't think they should have attacked him, and the people who beat him should also be arrested.  They don't even know for sure that he killed the child yet, they should have just called the police and let them deal with him.",QYUO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
I feel very disgusted and sad about the tragedy but i think the police should handle the matter of justice and the Muslim person should be charged accordingly.,I felt very anxious thinking about the family of the kid. I do not think the people just injured the person to killed the kid but instead they should have brought him to justice.,LRHY,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
It is awful that things like this happen in the world.  This article hits close to home for me as my oldest son was senselessly murdered 2 years ago.,It made me think a lot about what I would have done had I been there when my own son was killed.  Reasonably speaking I think it is completely wrong to beat this man up but in the spur of the moment I think it is understandable.,ZQ6T,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
It is terrible that someone would kill a child.  Children are the most vulnerable members of our society and should be protected.,People can't take the law into their own hands - that's why we have the courts.  We are a country of laws and should follow them.  He was attacked and those attackers should be prosecuted - just like he will be.,G8DD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
It is a very sorrowful article. My concern is that they assaulted an innocent man. It does not say how they determined guilt of the suspect,"My reaction is that i would be worried that they attacked an innocent man. If he was guilty, I could understand the mobs reaction.",A7UK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"It's an extremely sad situation and though the reaction of the crowd was very wrong, it's not surprising. I don't know that the offender's status as a Muslim refugee changed anything, but it will certainly inflame things moving forward.","It's not surprising that local residents who likely knew the victim would have this reaction. Given the victim, people likely did things they would never have normally done.",RONX,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"Anytime a child is murdered I am sad.  In this instance, with a refugee being responsible it is even worse.  Not only is it horrible but it will also cause more divide in our nation in regards to refugees and accepting them.",It is just ignorant for people to behave this way.  It is not the general publics job to hunt down and punish suspected murderers.  We have a system in place for that and the police should have been called to arrest and give this person a trial.,BWT1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
"I believe that people should have left justice in the hands of God and the justice system and not reacted this way.  I also understand the deep anger and frustration demonstrated by these individuals.  These types of crimes can be committed by individuals from different races and backrounds, and we should be careful when generalizing.  I believe that we need to do more to vet illegals and refugees.","I was outraged at the actions of this individual, disgusted, I want justice to be served more than anything, but I do not believe that these individuals should have attacked the man without a trial.  I believe we should withold judgement and not increase racial or religious tenstions based on this individuals religious affiliation.  I think that many different people are capable of heinous crimes.",R4HT,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0
"If the alleged attacker is proven to have recklessly or intentionally killed the child, then he should be punished to the fullest extent allowable, including the death penalty. People who prey on children are scum.","If it is true that the alleged attacker is guilty of the crime he committed, then there is a great satisfaction in him being beat up. Sometimes people are people and society will exact justice for the victim. Too often, scummy defense attorneys and the ACLU will go to death to protect criminals and completely ignore the victims and their families.",SVNS,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"It's very sad to hear about the death of a child. Having children of my own, I couldn't imagine the pain I'd be in if something like this happened to me.",I understand why people were attaching the alleged perpetrator. I would be angry and upset and I would want to get revenge on the person who murdered a child. I feel like he got what was coming to him for what he did.,9KXH,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"It is sad that a child was murdered, I can't think of many reasons to kill someone, let alone a child. Very disturbing. It is hard to really feel for these stories because I am so far removed from the situation. I do think it's terrible, it did not happen to me, It's hard for me to become very worked up about it.","We don't even know for sure if the person that was attacked even committed the murder. I don't understand why we are becoming so quick to judge events in this country. We have a justice system passing judgement and punishment. It was wrong to attack the person, even if he did murder the child.",4CPQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
I think it is terrible that this child was murdered by someone for no reason.  The man probably shouldn't have been in the U.S. at all.  I hope they take his life.,I think the perpetrator got what he deserved.  It is a shame that they didn't kill him the same way he killed the child.  The attackers shouldn't be punished for attacking the perpetrator.,SRKN,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0
My reactions are anger and sadness. I also feel helpless and frustrated because I read news articles almost daily about a child being murdered. I wish something could be done to stop abuse and murder of children.,I may not agree with the violent behavior towards him but I understand the emotion that caused it. I do not think the people who attacked the perpetrator should be punished. He should have been in jail.,V1GX,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
What evidence is there that gives the identity of the perpetrator?  Why was a Muslim man chosen.  Check to see if the persons involved in the beating actually killed the child.,The man was picked because he was a member of a minority group. Nothing was given that the man actually harmed the child.,AQGD,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"It is never right to kill any human being, especially an innocent child. The person who did this action should be killed as well. An eye for an eye.",The perpetrator killed a child. There is no justification for it and it is one of the most morally wrong things to do. It is disgusting.,FVMN,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
That was a terrible thing to happen. I can't imagine what the parents are going through. I don't know what I would do if this happened to one of my children or grandchildren.,Even though what the alleged perpetrator did was extremely wrong it was also wrong to attack the perpetrator. He should have been taken to the police.,OZRC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"It seems like a crime that a very ruthless and weak individual would commit.  Children are significantly weaker and innocent, making them much easier and vulnerable targets.  Only the most despicable of humans would attack children.","It's nearly as horrible as the crime the alleged murderer committed.  Several centuries ago, this was the type of law that was enforced and we can clearly see through the study of history that it negatively affects society and individuals.  Any type of justice without due process is not justice, but a derogatory crime against human rights.",YFCH,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
I was more concerned about the death of the child than the assault of the perpetrator. The article did not make it clear if the suspect was actually guilty of killing the child. It was only speculation.,"I can understand wanting to hurt the man if he had hurt my child. However, the vigilantes should be held accountable for their actions as well. The perpetrator will have his day in court.",G46W,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"It was a slight thought of ""that's fucked up"" but it didn't go into too much detail so it kind of ends there.  I just feel slightly sad for the child. ",I barely have one because I don't think I could personally PRAISE violence however I definitely think they should deserve being attacked at the same time.,ZXMN,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
A murder of any child is absolutely disgusting horrific. I hope the fellow prisoners take out full retribution on the coward who committed the crime.,I hope the three people accused of attacking the perpetrator are set free and all criminal charges are dropped. The perpetrator should have been left for dead in the street.,CRQF,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0
It's very sad anytime someone is murdered. It's more sad when it's a child and race doesn't matter. I would feel anger over any race that did that.,I don't blame people for attacking him. He deserved any pain he got from people. A lot of people would want to harm him for hurting a child.,C4HG,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0
I think of how sad it is for someone to have their life cut short at a young age. I wonder what exactly could have been going through this person's mind to do this.,"I think it's absolutely disgusting to attack the person, without knowing whether or not he actually did it in the first place. It's an allegation! It's like how they would call rape back in the day and lynch Black people. They just did it because the accused was a Muslim refugee.",CKLQ,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
It's absolutely disgusting. Anyone who does something like this forfeits their right to be alive in my opinion. Or at the very least life in prison without the possibility of parole.,"The attack was deserved in my opinion. I know the perp is just the alleged perp at this point, but I feel like he was the guy and he deserves anything bad that comes his way.",GQJR,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0
THIS IS THE LOWEST THING/CRIME ANYONE CAN DO. MURDERING A CHILD SHOWS THEY HAVE NO RESPECT FOR HUMAN LIFE AND THAT PEOPLE ARE LIKE ANIMALS.,"PEOPLE TAKING UPON THEMSELVES TO HAND OUT JUDGEMENT, EVEN IN THR WORST CIRCUMSTANCES, IS WRONG. WE NEED TO LEAVE IT TO OUR LAW ENFORCEMENT TO TAKE CONTROL. BUT IN THE SAME THOUGHT I WOULD HAVE HURT THE PERSON IF IT WAS MY CHILD. ",REA6,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
"I imagine a scenario involving sexual assault gone wrong and the assailant trying to silence the child. Murderers are stupid, that's why they get themselves into very bad situations and then make it much worse by killing someone in order to extricate themselves. That this is the sort of non-thinking thinking that goes on in some of these people is truly appalling and even worse that a child can be sacrificed.There are people out there like that and you walk by them in the street every day.  ","It's wrong, but one understands the emotion in the circumstances. Of course, we are not provided with any details about whatever made the crowd single this guy out. How they thought they knew he killed the child. Could they have been wrong? ",JB4Z,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"I was very angry and saddened by the murder of a child, as any reasonable person would be.  I was also feeling retributive against the perpetrator, but had some concerns the mob had picked up the wrong guy.  ","I thought it was understandable and justified.  However, I was worried the crowd had found the wrong man and beaten the wrong guy up.  That would not have been justified, obviously.  That's why mob rule should not be allowed (despite how much it might appear a good thing in a given circumstance).",4KET,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
I am appaled and distrubed.  It is so sad sad hearing about the evil in the world.  That child had so much ahead in their life.  It is devastating to the core,I feel disgusted and angry.  That person is pure evil/  They should be punished.  It should have never happened ever in this world,EN9I,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
It is terrible that a child was killed. I can understand how a small town would be devastated by such a loss from the community.,The attack of the alleged perpetrator is mob mentality and wrong. It's understandable that emotions are high in a small community but a person should be presumed innocent until proven guilty in a court of law. It is quite possible that this is an act of racism in the community.,621W,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"I felt such sadness and anger over the loss of a child’s life. They are innocent and vulnerable, anyone that would hurt them is a monster","I understand why the people reacted that way, but I wish they hadn’t. I think they are in the wrong. You can not decide to take matters into your own hand and beat someone up.",VLSW,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
"Sickening that someone would do that. What kind of horrible, reprehensible creep would kill a child? That is awful, I hope the suspect goes to death row.",What a sickening act. I hope that person is tried and found guilty so that the justice system can string his sorry ass out to try on death row.,SY6Y,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0
"Its upsetting when anyone is murdered. However, the fact that this was a child makes it worse. Such a short life, taken for no reason. Its upsetting and angering. I wish things like this just didn't happen. ","I don't think it is right to use violence with violence however, in this case I felt it was sort of justified because I am sure the residents who attacked this man were extremely angry at what had been done. ",99F8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
It is sad and confusing.  Sometimes homeless elderly people can be mentally confused.  When people are in certain conditions their reasoning is different that others in society.,"Disgusting yet in the heat of the moment, it is justifiable.  In the passion of a crime things escalate on both sides and things happen.  This is what happened.  Is it correct?  Was the crime correct?  NO",Y14Z,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
"Obviously, murder is bad. It's especially sad when it's a child because it's a life cut so short. So, it made me feel pretty angry and upset.","I felt conflicted. On the one hand, I totally understand wanting to beat up the person who supposedly murdered a child, because that's pretty much the worst thing someone can do. On the other hand, I also felt a bit bad because until he's been convicted, we don't know for sure he did it. They could have been potentially beating up an innocent man.",BZRB,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
It's horrible and i wonder why he would do that. Was it his own child? The article wasn't clear. How old was the child? Was it part of his culture like an honor killing? He should be given the death sentence.,"I wonder whether they saw him do it or if they just assumed he was guilty. If they saw him, it was completely justified and i would have a hard time condemning those who attacked him.",ZN76,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
This is extremely troubling. My thoughts and prayers go out to the family. I can not think of anything worse to go through.,"Mob justice is not justice at all. Everyone deserves a fair trial. Our legal system is not perfect, but it is far better than vigilantism. I understand where they were coming from, but it's not right.",Z38D,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"It is in some part a feeling of revulsion and sadness.  The death of a child is tragic by itself, the murder of a human being is atrocious, and the murder of a child is a combination of the two as it is such a vile act.  At the same time, there is a feeling of weariness in me.  Too many children seem to die nowadays, it seems to be the new normal.  Or perhaps it is the old one and I have finally opened my eyes to it.","At first I was a little happy to read about the attack on the alleged perpetrator.  But then as I thought about it more I realized that it was the ""alleged"" perpetrator.  The article failed to mention any solid evidence linking the man to the crime.  While one hopes that the police have not bungled the investigation and singled out an innocent man, it is possible.  There is a non-zero possibility that the locals may have beaten an innocent man without reason in their understandable desire to dish out some mob justice upon a murderer.  We should not rush to judgement, but let the investigation and evidence lead us to the likely truth.",FLUN,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0
"It's disgusting that anyone would kill a child for any reason. I was angered that an adult killed an innocent child. I was happy to hear that ""street justice"" was dealt to the suspect before he was apprehended. I only wish they had beaten him to death.",I was extremely happy to hear that the perp was brutally attacked. I only wish they had carried it further and beaten him to death.,BE4M,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0
"My initial reaction is fear and anger because I have kids of my own.  I think of what I would do and what actions I would take to protect my child and have revenge for my child.  While most aren't the revenge seeking type, especially physically, the loss of or injury of a child can bring out the worst in a parent.","I somewhat think he deserved what he got.  You cannot attack a child, harm a child, injure a child and expect to not be punished in some way.  ",SQJQ,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
Angry and mad.  So sad an innocent child died.  It's more sad then when an adult dies because they had so much life to live.,"Confused and bewildered how an adult would want to kill a child.  I also questioned if he did it or not, or was it a cover up.  ",4UJB,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
I wonder if the perpetrator may have had a mental illness.  What could have made him kill a child the way he did.,He is an alleged perpetrator. It isn't a sure thing that he is a culprit. What if he's innocent. I sympathize with all parties involved.,BMSU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I wonder what happened to the kid and why the kid was kill.  I wonder is the person who kill the child have a history of such offense.,"I think if those people without confirmation and carry out the punishment themselves without the involvement of the court is not appropriate however if they are related to the child, I could see why they will want to beat up the perpetrator.  It is lawfully not acceptable but through human moral, it's understandable.",U4Y2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It made me feel sad that this happened and that this happens way too much these days. I wish that children could just live innocent lives without the worry of evil monsters.,I felt like he deserves to be punished for what he did. I do not think that the people in the town are the ones to do it but he definitly deserves to be caught and to not get away with the horrible thing he did.,DOP0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0
Its sad when an innocent child dies.  I hope that the child did not suffer a lot.  At least they caught the aggressor.,"I thought it was sad that the community was going vigilante. People always say that we are a nation of laws, but that doesn't apply for people of color it seems. ",YFLM,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
I was very angry. I didn't understand what would make a stupid maniac kill a little child. I thought of my own children and what I would have done if something like this happened to mine. I was furious and thought about killing that person myself.,I was happy that they attacked him. He deserves to be killed. He is evil and needs to be punished to the extent of the law.,JYHS,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0
Why anyone would kill a child is beyond me.  Retribution from the local neighbors was a good thing.  It's too bad he survived.,I fully support the attack that occurred to the poor child.  Anyone who purposely kills a child should be prepared for retribution.,GOYV,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Of course it is horrible that a child was killed, but we have a court system for a reason. We can't just go around killing people without the full story. Now, If one of the dudes that beat him actually caught him in the act, then that's a different story.",What if the guy didn't do it? What if the dudes that beat him got some wrong information about the guy from someone that had it out for him.,N9SV,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"I'm guessing it's a fabricated news event for the purposes of this study, so I can't really form an organic reaction. However, my main concern in the article is about why the alleged perpetrator was being beaten - how did the other people know this was the killer?","Again, I can't form a natural reaction knowing that this was most likely made up for the survey, but the pressing question is why and how the people knew this was the perpetrator. Were they witnesses? Are they covering up for someone else, and this is part of a frame job? Is one of the people doing the beating also the real perp? I have no moral qualms about a murderer being beaten in the street, but how do I know that it's actually the culprit?",CQ1A,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0
I was sad that it happened. Children should be safe while walking around on the street. Playing outside is part of childhood and shouldn't be a danger,"It doesn't particularly surprise me that he got attacked. People get very defensive and take matters into their own hands, especially when it involves crimes against children",AGYV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"I am very disgusted by the man who committed the homicide, regardless of his race or religion. I could not imagine in scenario in which I would want to cause any harm to a child, let alone kill them.","I am very disgusted by the perpetrators actions. However, I thought the community's response of beating him was just as bad.",NFYS,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
"I think at this point I am almost desensitized to this kind of act, which honestly makes me sad, but it’s true.","There’s no point in attacking the man, although I’m not upset that they did that to the perpetrator, he did deserve it, but the man is going to go spot jail for life anyway.",BPJ1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
VERY SAD TO READ ESPECIALLY ABOUT A CHILD BUT GLAD TO KNOW OTHERS JOINED,NOT HAPPY ABOUT THE CHILD BUT HAPPY ABOUT THE OTHER ADULTS,QPSZ,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"It was hard to feel much of anything because the article didn't provide much information. The death of a child is always tragic and even more so when it was caused by murder but the article didn't give any information other than the bare bone facts, child brutally murdered, suspect was caught in the streets and beaten, the people who beat the suspect are now in custody. I don't think the article said that the supposed suspect was in custody only that he was beaten and a Muslim.","I believe in innocent before proven guilty in a court of law and disagree completely with vigilantism. Was this man attacked simply because he was Muslim? What facts prove that he committed the crime? If he brutally murdered the child why was he free and walking the street as mentioned in the article? So many questions that aren't answered in the article. Street justice is wrong and the perpetrators who attacked the man, whether he is innocent or guilty, should be punished to the full extent of the law.  ",NFVW,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"The thought that anyone would harm, and especially kill, an innocent child is absolutely revolting. No matter how mad or upset you are I cannot even fathom the mindset of someone going to those lengths. ",While I think the perpetrators actions to be completely unforgivable I do not support this form of street justice. If we as a society stoop to this level we're not a civilized state.,5MEQ,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"My reaction is mostly sad, I hate that it had to go down that way. It all around sucks. ","It doesn't look good that he's muslin and a refugee, that would turn a lot of people off of refuges in the future. ",PPCG,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"The loss of innocent life, of a life never to be lived is horrifying. ",I am concerned that people took the law into their own hands. I am concerned that the right person is being convicted for the murder.,QX8K,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A child is an innocent, so to read that one was murdered is heartbreaking. I have my own child, and I couldn't imagine what would happen to our family if something were to happen to her. ","It stated the attacker was alleged and that he was a muslim refugee. My reaction was to be worried that the man was used as a scapegoat due to his background, and that he may not have been the perpetrator. ",EELO,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Seems like a bad story and I wonder if it is made up for the research or if it is a real story.,My reactions to the article is still the same as I typed just a moment ago. I said that it was very sad and I wondered if the story was real.,YT7C,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i feel anger towards the situation because it's disgusting if you can sit and kill a child our anybody at all.,I think he deserved it especially for killing a child. And what he got was nothing compared to what he will receive for what he has done.,PXCO,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
I was horrified that someone would kill a child. My heart breaks for the poor kid's family. There is no excuse for that kind of crime. The family is going to be in my prayers.,"Mob justice is no kind of justice for our society to be using. As much as I can understand the rage and hurt and disgust the people there were feeling, it wasn't right. Physically harming others is not the way to carry out justice. Everyone has the right to investigation and trial. The attack only hurts the chances of the perpetrator being tried and punished fairly, and there is always a chance there was a mistake in identifying who did it.",RFRD,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
"How disstressing, and heartbreaking it is. How completely lost his parents must be feeling and how I would be feeling as well. And an overwhelming sense of anger","I think good riddance, those people had the right idea and were completely justified in my opinion. That man will either spend a very minimal amount of time in prison and then get out free and clear or we'll pay taxes that help keep him clothed, housed, and fed for some aggregous amount of time.",T2IK,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
I think obviously it is terrible. I want to know what compelled this person to commit such an act. Why anyone would kill a child. There needs to be answers.,I can understand why they did it and the emotional response behind it but this isn't the way we should deal with things or bring people to justice. Let law enforcement do their job and then the justice system will take over.,K1WT,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"I think it was a very sad situation, the child obviously did not deserve such a horrible fate. The man responsible is despicable but should face a fair trial like anyone else would.","I think it was sad that mob justice prevailed and that others will now be facing charges as well, for taking justice into their own hands. The man should have been detained and processed by the judicial system and not the community.",EYMU,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
I think the perp got what he deserved. I honestly think he should be deported back to his home country instead of us American citizens paying for his stay in our prison system. Or put him on death row and have him put down sooner then most death row inmates.,He deserved it and more. He should have been killed on the spot so we as American citizens don't have to pay for his luxurious prison cell and three hot meals a day. They way refugees are put before our own citizens is disgusting.,LMN2,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0
"It's a tragedy. I would like more information on teh situation: did the perp know the child? were they related? was it random or was there a motive, and, if so, what was teh motive?","Vigilante justice is a terrible thing. The circumstances surrounding it are not clear: was it immediate, like they caught him in teh act and immediately beat him down or did they take the investigation into their own hands and drive him into the street with no basis other than his refugee status? There are too many questions unanswered for me to answer fully.",8ZI3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"This article wasn't clear on a lot of facts. Did anyone witness the supposed purpetrator commit the murder? If not, then this was certainly jumping to conclusions when beating him up... How did this man get into the USA in the first place? ","I could see if there were witnesses who saw the perpetrator commit the offense, then they could justifiably take action of their own to prevent him from evading capture. Muslims have a different world view than Americans and tend to behave with recklessness and criminality when living here. ",25YB,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0
I believe this was a horrific and disgusting crime that I wish could have been avoided. I think it could have been avoided if the Muslim refugee was vetted properly.,I think that the attack was just and I wish that the person could have suffered even more. There have been cases with people getting away with these vicious crime.,Z1Z9,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0
"My first thought is not to trust any article in a survey as to its content. If this was a real news story I'd want to know more about exactly what happened before I formed any opinions. Words like ""reports of a homicide"" and ""alleged perpetrator"" make me question what happened. Was it really a homicide and was the man attacked guilty?","I repeat my previous thoughts. What exactly happened? Was there a homicide? How was the ""alleged perpetrator"" identified? There's not much to think about when not knowing what happened.",ISBG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
