StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_8_TEXT,Q17_1,Q18_1,Q19,Q20_Browser,Q20_Version,Q20_Operating System,Q20_Resolution,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q26,Q27,Bots,Q32 - Topics,Q23 - Sentiment Polarity,Q23 - Sentiment Score,Q23 - Sentiment,Q23 - Topics
2018-12-05 03:34:04,2018-12-05 03:38:58,0,67.0.254.131,100,293,1,2018-12-05 03:38:58,R_2SqmHAOH4brK62O,,,,,35.1103973388671875,-106.57810211181640625,anonymous,EN,KNNZ,2,28,2,3,1,1,1,1,2,2,,,6,,,,32,,,,,5,2,1,4,84,39,88,44,40,0,20,76,68,28,44,85,42,86,38,37,33,38,69,76,26,53,64,30,78,31,19,0,4,78,82,34,35,2,A jacket.,,,,,,
2018-12-05 03:43:32,2018-12-05 03:46:03,0,24.130.162.146,100,150,1,2018-12-05 03:46:03,R_1f8TwhUc2fkNW6n,,,,,37.9181976318359375,-122.0717010498046875,anonymous,EN,BFKJ,1,27,3,3,0,1,0,0,4,,,1,1,,0,95,5,,,,,3,1,1,5,15,50,99,85,8,50,77,88,30,5,3,52,50,87,50,13,50,57,50,36,63,62,23,85,67,81,9,39,76,99,51,7,65,2,furniture for our new apartment,,,,,,
2018-12-05 05:19:39,2018-12-05 05:24:21,0,156.56.171.130,100,281,1,2018-12-05 05:24:21,R_3n97yWE5BSmHepX,,,,,39.2303009033203125,-86.46920013427734375,anonymous,EN,4RVQ,1,48,6,5,0,0,0,0,1,,1,,1,,51,76,15,,,,,1,5,5,1,91,65,92,92,54,92,91,92,91,24,53,90,90,90,90,85,89,90,76,71,90,91,91,94,90,91,62,90,91,96,61,90,91,2,"winter hat; exercise shirts, tee shirts",,,,,,
2018-12-05 05:41:02,2018-12-05 05:45:59,0,71.176.136.165,100,297,1,2018-12-05 05:46:00,R_2vcCYOFykWupSqq,,,,,39.44610595703125,-77.33499908447265625,anonymous,EN,QWLW,2,62,6,3,0,0,0,0,3,,,1,5,,,51,21,,,,,1,1,1,1,100,100,100,100,47,84,100,100,100,21,49,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,76,100,1,nada,,,,,,
2018-12-05 06:01:15,2018-12-05 06:08:08,0,162.104.97.5,100,412,1,2018-12-05 06:08:08,R_1FhV2qZP7WGMgLi,,,,,34.9441070556640625,-89.854400634765625,anonymous,EN,G855,1,35,6,2,0,0,1,0,4,,,2,8,Spiritual,,10,4,,,,,4,2,2,4,70,69,52,78,52,17,0,82,61,50,78,56,47,77,47,31,18,0,53,54,99,92,26,25,10,0,0,0,0,39,33,0,51,1,A echo dot,,,,,,
2018-12-05 06:07:14,2018-12-05 06:10:40,0,68.82.4.150,100,205,1,2018-12-05 06:10:40,R_2fs13DT0A8uVHJW,,,,,40.0605926513671875,-75.04709625244140625,anonymous,EN,EBJQ,1,29,6,5,0,0,0,0,1,,1,,6,,,,39,,,,,2,4,4,2,50,50,87,65,70,75,50,60,42,32,40,50,50,87,50,63,50,50,50,38,41,38,55,53,56,63,50,60,49,60,43,68,76,2,"I purchased meal boxes (like daily harvest) and some clothing and toys for my kids. ",,,,,,
2018-12-05 06:28:31,2018-12-05 06:34:30,0,69.125.65.103,100,358,1,2018-12-05 06:34:31,R_21HA1lPOgxsqaOi,,,,,40.903106689453125,-74.09549713134765625,anonymous,EN,X8AC,2,35,2,5,1,1,1,1,3,,,1,5,,,30,31,,,,,4,4,4,2,60,30,80,80,25,40,65,95,50,50,40,80,50,90,75,40,60,75,80,60,50,75,70,30,80,70,40,50,70,90,50,50,70,2,a vacuum cleaner and a fitness tracker,,,,,,
2018-12-05 06:41:53,2018-12-05 06:47:24,0,73.230.7.68,100,330,1,2018-12-05 06:47:24,R_BrKQLZWD5rSxRfP,,,,,40.108306884765625,-76.5102996826171875,anonymous,EN,Y4AQ,1,41,6,2,1,1,1,1,2,2,,,1,,58,60,39,,,,,5,2,1,5,75,75,80,75,50,50,75,85,90,46,60,75,75,90,75,75,75,75,75,75,50,70,75,75,75,75,60,70,75,90,100,50,100,1,a camera for my daughter.,,,,,,
2018-12-05 06:49:39,2018-12-05 06:51:45,0,73.139.146.195,100,126,1,2018-12-05 06:51:46,R_3Gle6I1J5Q38Oyb,,,,,25.997406005859375,-80.324798583984375,anonymous,EN,YWYV,2,29,6,4,0,0,1,0,4,,,1,7,,,,10,,,,,4,3,2,4,84,51,100,59,7,7,20,100,38,24,0,95,76,100,56,0,20,20,78,68,68,37,96,83,100,59,7,13,15,98,13,60,89,2,Humidifier,,,,,,
2018-12-03 09:31:49,2018-12-05 09:12:10,0,47.185.26.104,100,171620,1,2018-12-05 09:12:10,R_1Owt5Jqv61cb660,,,,,32.930999755859375,-97.2843017578125,anonymous,EN,L4RX,1,30,6,5,0,0,1,1,3,,,2,6,,,,45,,,,,3,1,1,5,50,50,89,76,50,50,50,92,50,18,21,100,100,100,100,100,100,100,100,100,15,50,100,100,100,100,100,100,100,100,100,49,100,3,"toy, clothes, housewares",,,,,,
2018-12-05 10:41:15,2018-12-05 10:47:23,0,199.96.205.224,100,368,1,2018-12-05 10:47:23,R_1i5sdRNiuEFGyMB,,,,,34.624603271484375,-98.38950347900390625,anonymous,EN,T8PU,2,58,6,3,0,0,0,0,3,,,2,6,,,,37,,,,,4,2,2,4,50,45,70,50,25,40,50,98,90,75,15,50,45,60,50,50,40,50,90,75,70,49,50,45,50,45,40,25,1,85,80,75,50,2,computer parts,,,,,,
2018-12-05 10:45:04,2018-12-05 10:51:52,0,65.51.42.182,100,408,1,2018-12-05 10:51:52,R_Y9XtNfffDw18yUV,,,,,40.94769287109375,-74.06719970703125,anonymous,EN,NRY2,2,37,6,5,0,0,0,0,1,,1,,7,,,,31,,,,,5,4,2,5,76,35,91,86,53,55,58,92,85,33,50,80,35,89,37,52,28,46,72,81,18,52,79,38,87,70,21,33,44,92,90,51,52,2,A new tablet,,,,,,
2018-12-05 11:16:04,2018-12-05 11:19:01,0,184.178.113.110,100,176,1,2018-12-05 11:19:01,R_3m4bwZSFSGp1iHb,,,,,32.7783050537109375,-117.1334991455078125,anonymous,EN,PF00,1,37,2,6,0,0,0,0,1,,2,,5,,,40,5,,,,,2,5,5,1,50,50,64,67,50,50,50,90,73,50,50,50,50,50,50,38,50,50,73,74,50,50,50,50,50,50,34,50,50,79,81,34,50,3,I purchased clothing and toys for gifts.,,,,,,
2018-12-05 11:16:49,2018-12-05 11:19:28,0,70.15.132.201,100,158,1,2018-12-05 11:19:28,R_3O6yu7IfVRAw9Kz,,,,,40.7079010009765625,-75.15070343017578125,anonymous,EN,TVHX,1,27,6,5,0,1,0,0,1,,2,,7,,,,31,,,,,1,5,5,1,94,100,100,100,32,100,100,100,65,93,51,100,100,100,100,32,100,100,100,98,92,100,100,100,100,100,100,100,100,100,100,100,100,3,I got a echo and new tablets,,,,,,
2018-12-05 11:19:49,2018-12-05 11:21:37,0,38.140.255.246,100,107,1,2018-12-05 11:21:37,R_1Ein8OgzSaiUZ1v,,,,,40.744293212890625,-73.9781036376953125,anonymous,EN,4KXP,2,31,6,5,0,0,0,0,1,,2,,7,,,,31,,,,,1,5,5,1,50,50,50,50,50,50,50,50,50,50,50,51,50,50,50,50,50,51,49,50,50,50,50,50,51,51,49,50,50,55,34,50,50,3,a,,,,,,
2018-12-05 11:19:56,2018-12-05 11:22:29,0,173.186.75.45,100,152,1,2018-12-05 11:22:29,R_3fUWlQPbGEPWtZ8,,,,,34.779205322265625,-84.93389892578125,anonymous,EN,OOMG,1,34,6,5,0,0,0,0,1,,2,,7,,,,11,,,,,1,5,5,1,34,78,100,91,33,82,81,63,72,11,3,43,70,100,53,16,56,43,43,43,17,39,49,84,99,89,13,75,56,68,49,11,23,1,tools,,,,,,
2018-12-05 11:21:29,2018-12-05 11:26:23,0,172.58.4.225,100,294,1,2018-12-05 11:26:23,R_1n9DwInkP1NBCSs,,,,,33.69189453125,-84.447998046875,anonymous,EN,KFUS,1,52,6,5,0,0,0,0,1,,2,,7,,,,11,,,,,2,4,4,3,82,82,89,89,47,73,82,98,98,16,26,77,76,77,76,31,71,76,71,75,23,68,81,80,85,82,31,65,77,94,75,70,69,2,"I bought a bo go of a hair product costing 26 and a pair of running shoes what were 40% off ",,,,,,
2018-12-05 11:20:40,2018-12-05 11:26:50,0,174.226.145.196,100,370,1,2018-12-05 11:26:50,R_2VHJG7gpD3HNVgF,,,,,37.293701171875,-79.99019622802734375,anonymous,EN,FF9M,2,58,6,5,0,0,0,0,1,,1,,6,,,,48,,,,,1,5,5,1,90,90,90,90,90,90,90,90,90,80,90,90,89,90,90,80,80,90,90,90,90,90,90,89,90,90,90,91,90,90,91,85,90,1,nothing,,,,,,
2018-12-05 11:19:48,2018-12-05 11:26:58,0,73.67.115.151,100,429,1,2018-12-05 11:26:59,R_27wl5j0vSIIPaAi,,,,,28.888702392578125,-81.7826995849609375,anonymous,EN,7BGN,2,43,6,5,0,0,0,0,3,,,1,6,,,,10,,,,,3,4,2,3,80,65,92,85,50,65,70,95,95,45,60,75,70,85,70,60,70,70,85,85,35,75,75,70,85,75,50,65,65,95,95,60,90,2,A paper shredder.  Some small gift cards.  A hot pot.,,,,,,
2018-12-05 11:22:06,2018-12-05 11:27:40,0,45.24.132.207,100,334,1,2018-12-05 11:27:41,R_2A0zhEhR6Ul4eTO,,,,,33.4123992919921875,-84.29470062255859375,anonymous,EN,LANT,1,33,6,5,0,0,0,0,2,1,,,1,,0,75,11,,,,,4,2,4,3,100,100,100,100,95,100,100,100,100,50,100,100,100,100,100,90,100,100,100,100,100,100,99,99,99,99,95,95,99,99,99,99,99,3,A new laptop computer,,,,,,
2018-12-05 11:30:53,2018-12-05 11:33:52,0,67.245.90.175,100,179,1,2018-12-05 11:33:52,R_1jlVxpYl6ziLnAt,,,,,40.7068939208984375,-73.8296966552734375,anonymous,EN,7PX8,1,35,3,2,1,1,1,0,2,1,,,1,,90,94,33,,,,,3,3,3,3,50,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,1,nothing,,,,,,
2018-12-04 15:25:16,2018-12-05 11:39:27,0,98.235.134.55,100,72851,1,2018-12-05 11:39:28,R_WvNi9QdC86i0a3v,,,,,40.2637939453125,-76.65450286865234375,anonymous,EN,OPH3,2,46,6,2,0,0,0,0,1,,1,,1,,0,0,39,,,,,3,4,4,1,35,55,68,52,48,48,54,80,77,66,49,51,60,64,63,45,58,61,73,67,72,67,44,60,57,58,43,48,54,68,55,56,52,3,car stereo,,,,,,
2018-12-05 11:45:06,2018-12-05 11:49:15,0,66.24.228.221,100,249,1,2018-12-05 11:49:16,R_10UAEwvxg8LjB44,,,,,42.092803955078125,-79.2440032958984375,anonymous,EN,C4GN,1,31,6,4,0,0,0,0,1,,2,,7,,,,33,,,,,2,5,4,2,70,77,77,77,70,89,77,95,45,85,63,75,75,75,75,64,75,75,75,55,80,65,75,75,75,75,40,70,65,85,39,55,50,1,Did not purchase anything.,,,,,,
2018-12-05 11:47:10,2018-12-05 11:49:20,0,24.18.153.117,100,130,1,2018-12-05 11:49:20,R_0ArbVhpIraSFBhn,,,,,47.3202972412109375,-122.31169891357421875,anonymous,EN,1EWD,2,28,6,5,0,0,0,0,2,1,,,6,,,,49,,,,,3,4,3,3,50,39,47,41,62,47,45,74,71,28,33,57,51,58,50,55,44,47,66,58,55,46,60,63,56,58,60,38,53,69,51,54,65,1,nothing,,,,,,
2018-12-05 11:42:38,2018-12-05 11:50:34,0,67.240.16.20,100,476,1,2018-12-05 11:50:35,R_2PujyqmeTARQMCp,,,,,43.2425994873046875,-73.8368988037109375,anonymous,EN,BAE4,1,52,6,2,0,1,1,0,2,1,,,1,,95,90,33,,,,,4,3,1,3,50,50,50,50,50,30,50,50,30,50,20,70,50,75,50,25,50,70,70,60,75,70,75,50,65,45,5,5,25,70,75,50,50,1,nothing,,,,,,
2018-12-05 11:49:19,2018-12-05 11:52:14,0,170.76.184.94,100,174,1,2018-12-05 11:52:14,R_3lAeCPChwuaNaP6,,,,,30.5558013916015625,-100.63069915771484375,anonymous,EN,IZTH,2,29,6,2,0,0,0,1,3,,,2,7,,,,45,,,,,3,3,3,3,50,50,85,50,50,75,50,100,25,25,50,100,100,100,100,35,100,100,100,25,25,100,50,50,50,50,50,50,50,50,0,35,50,1,Nothing at all.,,,,,,
2018-12-05 11:56:57,2018-12-05 11:58:59,0,170.76.184.94,100,122,1,2018-12-05 11:59:00,R_2dRtQxx2yjL1P4V,,,,,30.5558013916015625,-100.63069915771484375,anonymous,EN,AVBN,2,29,6,2,0,0,0,1,3,,,2,7,,,,45,,,,,3,3,3,3,50,50,90,50,50,70,50,100,18,32,50,100,100,100,100,50,100,100,100,27,36,100,50,50,50,50,50,50,50,50,0,27,50,1,Nothing.,,,,,,
2018-12-05 11:58:47,2018-12-05 12:01:50,0,69.23.125.60,100,182,1,2018-12-05 12:01:50,R_1ONqvtrb1tLPOpa,,,,,39.1479034423828125,-94.56800079345703125,anonymous,EN,RI6B,1,43,6,2,1,1,1,0,1,,2,,1,,9,16,26,,,,,2,4,4,2,90,72,95,85,65,90,28,100,84,27,31,98,84,100,87,7,91,10,91,78,26,99,89,78,95,74,57,87,11,96,64,24,91,1,Nothing.,,,,,,
2018-12-05 12:12:34,2018-12-05 12:15:07,0,65.216.122.125,100,152,1,2018-12-05 12:15:07,R_2AQju4gz0wBGcnT,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,DSAI,1,32,6,2,0,0,0,0,1,,2,,7,,,,5,,,,,4,5,2,3,73,63,76,82,83,77,75,94,64,63,53,77,57,83,64,51,49,58,67,56,40,55,56,36,46,63,34,53,64,78,51,40,73,1,Nothing,,,,,,
2018-12-05 11:52:38,2018-12-05 12:20:55,0,50.81.178.92,100,1696,1,2018-12-05 12:20:55,R_2bOx9EsFRCZWDvF,,,,,32.4779052734375,-84.89800262451171875,anonymous,EN,YSX6,2,27,1,4,0,0,0,0,3,,,1,1,,80,70,11,,,,,2,4,4,3,19,23,58,55,16,87,65,83,39,5,27,71,50,66,45,21,35,55,73,35,13,56,31,41,66,38,16,45,40,66,33,48,75,3,Laptop and hard drive,,,,,,
2018-12-05 12:22:46,2018-12-05 12:26:04,0,71.234.196.234,100,197,1,2018-12-05 12:26:04,R_3MQLryTfbh1r01J,,,,,41.85009765625,-72.46489715576171875,anonymous,EN,MOH8,1,30,6,6,0,0,0,0,1,,1,,6,,,,7,,,,,4,2,2,4,53,50,51,52,51,50,53,53,53,51,53,51,51,50,52,50,50,52,51,51,51,50,53,54,53,54,51,54,53,53,53,53,52,1,"I purchased a pair of Chuck Taylors, a new subscription to Hulu, and some lotion from the Body Shop",,,,,,
2018-12-05 12:49:25,2018-12-05 12:53:37,0,216.53.141.123,100,251,1,2018-12-05 12:53:37,R_3fHNfX1wywhBW4F,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0EBL,2,46,6,5,0,0,0,0,3,,,1,1,,19,50,10,,,,,4,5,3,3,50,50,60,70,10,65,50,75,60,15,40,60,50,60,50,10,40,50,50,50,35,40,50,50,40,50,0,50,50,60,35,50,50,1,I don't recall purchasing anything,,,,,,
2018-12-05 12:59:21,2018-12-05 13:14:06,0,68.55.196.154,100,884,1,2018-12-05 13:14:06,R_BJkeqAPv7JinfS9,,,,,42.30279541015625,-85.212799072265625,anonymous,EN,8S7P,1,49,6,5,0,0,1,0,2,1,,,1,,0,0,23,,,,,5,1,1,5,85,5,85,25,50,20,5,85,85,50,85,85,5,85,50,50,20,5,85,85,50,75,75,10,75,25,50,50,10,75,75,50,75,1,NO.,,,,,,
2018-12-05 13:07:25,2018-12-05 13:14:37,0,70.92.97.95,100,431,1,2018-12-05 13:14:37,R_3RpUZ9r4g1aDOMY,,,,,37.827392578125,-87.563201904296875,anonymous,EN,BAA8,1,56,6,3,1,0,1,0,1,,1,,1,,95,95,18,,,,,5,1,1,5,75,20,25,5,65,10,25,96,50,47,90,90,50,20,5,50,10,25,80,75,50,70,25,65,40,100,80,98,50,10,25,10,10,3,Christmas presents,,,,,,
2018-12-05 13:17:09,2018-12-05 13:20:08,0,98.29.82.152,100,178,1,2018-12-05 13:20:08,R_1IS1uzuCKSMPHb3,,,,,39.1696014404296875,-84.54779815673828125,anonymous,EN,JI62,2,30,6,5,0,0,0,0,1,,1,,7,,,,36,,,,,4,3,3,3,80,75,76,89,21,62,83,92,80,20,31,88,91,89,89,45,74,91,89,88,51,43,68,70,69,72,73,70,68,68,73,52,66,1,Nothing,,,,,,
2018-12-05 13:38:34,2018-12-05 13:44:41,0,72.215.179.82,100,366,1,2018-12-05 13:44:41,R_1JUVoiPXCK8vSHc,,,,,34.4369049072265625,-119.7285003662109375,anonymous,EN,JSUO,2,39,6,3,0,0,0,0,3,,,1,8,none,,0,5,,,,,3,4,5,2,70,70,70,50,50,70,70,70,60,35,40,75,75,75,70,20,70,50,60,45,50,80,20,60,60,45,35,30,25,70,20,10,35,1,"I did not purchase any products on either day, excepting food or other consumables I purchased.",,,,,,
2018-12-05 13:43:07,2018-12-05 13:47:26,0,99.13.250.13,100,258,1,2018-12-05 13:47:26,R_1dM2QKxzb6o6Nv8,,,,,29.0247039794921875,-80.95839691162109375,anonymous,EN,YDQG,1,67,6,5,0,0,0,0,1,,2,,7,,,,10,,,,,5,4,5,5,94,96,95,97,93,95,96,96,95,85,94,96,95,96,95,95,95,96,96,91,58,95,96,97,96,97,97,97,96,97,97,96,97,1,nothing,,,,,,
2018-12-05 14:47:52,2018-12-05 14:51:37,0,68.114.108.125,100,224,1,2018-12-05 14:51:37,R_1oqhEaj1OPXI7c1,,,,,30.2783966064453125,-89.77120208740234375,anonymous,EN,PG29,2,34,6,2,0,0,0,1,3,,,1,6,,,,19,,,,,3,2,3,3,51,50,51,50,49,50,50,51,0,19,22,50,50,50,50,34,52,52,51,0,19,50,51,51,50,50,50,51,51,51,0,20,50,2,Stylo 4,,,,,,
2018-12-05 15:08:07,2018-12-05 15:11:35,0,67.223.28.69,100,207,1,2018-12-05 15:11:35,R_1d1cUj3mQsljpMA,,,,,36.4774017333984375,-82.23619842529296875,anonymous,EN,XCKR,2,32,6,5,1,0,0,0,1,,2,,6,,,,44,,,,,1,5,5,1,90,90,90,90,50,90,90,100,99,40,84,100,100,100,100,94,100,100,100,100,77,100,80,80,80,80,80,80,80,80,80,80,80,3,"Computer monitor, game controllers, keyboard, mouse, toys",,,,,,
2018-12-05 15:19:36,2018-12-05 15:25:32,0,66.222.54.93,100,356,1,2018-12-05 15:25:32,R_2VOssvVpgPWvNYY,,,,,42.7631988525390625,-88.1974029541015625,anonymous,EN,G6SR,1,38,6,6,0,0,0,0,1,,2,,7,,,,51,,,,,1,5,5,1,78,81,80,80,75,78,81,83,84,51,80,85,86,85,86,80,84,86,85,85,68,85,86,86,86,87,85,88,86,86,82,74,87,2,gifts for my children,,,,,,
2018-12-05 15:49:21,2018-12-05 15:56:04,0,72.240.14.194,100,402,1,2018-12-05 15:56:04,R_1ghX0TOpPhsDnTr,,,,,41.434906005859375,-82.706298828125,anonymous,EN,1TYY,1,25,6,4,1,0,1,1,1,,1,,1,,40,30,36,,,,,3,2,2,4,90,37,70,33,6,91,62,100,100,22,31,84,15,46,46,24,55,28,83,84,15,80,82,22,22,24,40,19,17,84,71,54,60,1,nothing,,,,,,
2018-12-05 15:56:21,2018-12-05 16:01:50,0,47.219.208.73,100,329,1,2018-12-05 16:01:50,R_1NdVRiiZIkl2zrb,,,,,31.2700042724609375,-94.6468963623046875,anonymous,EN,P113,2,44,1,6,0,0,0,0,1,,2,,1,,42,50,45,,,,,1,5,4,1,85,87,87,87,85,89,87,90,86,83,81,96,96,96,95,59,95,97,95,95,95,96,100,100,100,100,100,100,100,100,100,100,100,3,Laptop,,,,,,
2018-12-05 16:01:24,2018-12-05 16:03:36,0,71.234.196.234,100,131,1,2018-12-05 16:03:36,R_plMOADFXUXD663L,,,,,41.85009765625,-72.46489715576171875,anonymous,EN,TFNS,1,30,6,6,0,0,0,0,1,,1,,6,,,,7,,,,,4,2,2,4,51,50,51,50,50,51,51,50,51,50,51,50,50,50,50,51,50,50,50,50,50,50,52,52,51,55,51,52,54,51,55,51,53,1,"Chuck Taylors, a subscription to hulu, and lotion from the Body Shop",,,,,,
2018-12-05 16:13:35,2018-12-05 16:17:11,0,172.113.98.223,100,215,1,2018-12-05 16:17:11,R_1jILixPvjTIIDY0,,,,,33.914306640625,-118.34930419921875,anonymous,EN,N12K,2,29,3,2,0,1,1,1,1,,1,,1,,64,69,5,,,,,4,3,3,4,69,56,94,87,16,66,52,99,97,23,81,77,61,94,70,9,54,49,93,92,16,75,77,46,96,82,12,54,49,100,100,74,88,1,gears of war 4 for xbox one,,,,,,
2018-12-05 16:21:38,2018-12-05 16:25:17,0,173.112.109.29,100,218,1,2018-12-05 16:25:17,R_DIvtoP596k5sgG5,,,,,40.1486053466796875,-84.2530975341796875,anonymous,EN,CWQJ,1,54,6,3,1,1,1,0,2,1,,,1,,51,71,39,,,,,5,2,2,3,92,89,100,91,87,91,79,100,76,73,91,87,81,100,89,89,89,82,91,82,88,93,91,90,99,90,91,92,91,98,38,93,100,1,nothing,,,,,,
2018-12-05 16:44:07,2018-12-05 16:48:07,0,99.110.226.35,100,240,1,2018-12-05 16:48:07,R_2V9ggFazQ8vP4JD,,,,,37.8083038330078125,-85.4613037109375,anonymous,EN,IGUB,2,31,6,3,1,1,1,0,3,,,2,1,,2,2,18,,,,,5,4,2,4,52,49,52,54,50,46,54,52,60,51,53,53,52,54,50,49,49,52,51,49,48,52,53,48,55,50,43,45,50,74,73,49,62,1,Model railroading items.,,,,,,
2018-12-05 17:04:26,2018-12-05 17:09:26,0,174.97.184.89,100,299,1,2018-12-05 17:09:26,R_3EigbtOtTy5fQuO,,,,,44.4387969970703125,-88.080596923828125,anonymous,EN,RU8H,2,67,6,6,0,0,0,0,2,1,,,6,,,,51,,,,,4,2,3,4,74,65,63,69,43,57,64,79,79,53,63,93,94,95,92,86,92,85,94,92,94,91,92,81,93,83,72,72,78,93,93,87,94,3,This new computer to replace my old windows XP,,,,,,
2018-12-05 17:21:00,2018-12-05 17:24:22,0,98.158.112.11,100,202,1,2018-12-05 17:24:23,R_AMcuKMP13p06Hfz,,,,,32.7904052734375,-96.8043975830078125,anonymous,EN,WPNN,1,57,6,5,0,0,0,0,3,,,2,7,,,,6,,,,,5,1,1,5,50,50,86,50,50,50,67,82,42,16,50,50,50,50,50,50,50,50,50,17,50,50,50,50,50,50,50,50,50,50,29,45,50,1,Nothing.,,,,,,
2018-12-06 14:15:39,2018-12-06 14:19:05,0,98.232.200.31,100,206,1,2018-12-06 14:19:05,R_1GPss39hDuUUnzF,,,,,45.4761962890625,-122.559600830078125,anonymous,EN,CVSG,1,33,6,3,0,0,0,0,4,,,1,6,,,,38,,,,,1,5,5,1,50,50,49,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,100,50,50,50,50,50,50,50,50,50,100,50,1,I didn't buy anything.,,,,,,
2018-12-06 14:16:17,2018-12-06 14:20:23,0,71.233.121.19,100,245,1,2018-12-06 14:20:23,R_STBWHIK5c2z0nDz,,,,,41.69970703125,-70.90869903564453125,anonymous,EN,TQQZ,2,41,6,3,0,0,0,0,3,,,1,6,,,,22,,,,,1,4,3,2,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,100,100,100,100,100,100,100,100,100,100,50,100,3,I bought some new hard drives for an in-house server.,,,,,,
2018-12-06 14:25:41,2018-12-06 15:00:25,0,75.118.131.216,100,2083,1,2018-12-06 15:00:25,R_3QLYL5gCPsvuLjk,,,,,40.034698486328125,-82.87259674072265625,anonymous,EN,7RAP,2,44,6,5,1,0,1,0,3,,,1,6,,,,36,,,,,3,3,3,2,91,90,86,87,50,85,82,89,63,50,51,78,78,77,65,18,78,77,52,52,18,62,51,50,51,54,7,51,51,78,52,30,51,3,I purchased probably 50 presents ranging from video games to lingerie.,,,,,,
2018-12-06 15:15:57,2018-12-06 15:20:14,0,38.66.67.130,100,257,1,2018-12-06 15:20:14,R_RLc7CMy5vjEuHlL,,,,,40.219696044921875,-74.593902587890625,anonymous,EN,IORD,2,35,6,5,0,0,0,0,3,,,1,7,,,,31,,,,,3,2,3,3,50,50,85,63,41,50,50,76,65,41,50,60,59,66,52,31,50,50,56,59,50,50,55,50,50,50,42,50,43,74,69,43,50,1,"Nothing, didn't see any deals that were better than usual",,,,,,
2018-12-06 16:10:42,2018-12-06 16:16:05,0,47.149.16.104,100,322,1,2018-12-06 16:16:05,R_SZQmgwVpr1dfD5n,,,,,34.0417938232421875,-117.75689697265625,anonymous,EN,DQ3D,2,34,2,3,1,1,0,0,1,,2,,6,,,,5,,,,,4,5,2,3,74,63,90,78,59,75,53,100,92,27,66,65,69,94,69,42,61,67,92,80,30,54,79,55,89,66,35,57,61,93,76,43,61,1,i did not purchase anything for black friday and cyber monday this year,,,,,,
2018-12-06 16:11:20,2018-12-06 16:16:26,0,130.65.128.148,100,306,1,2018-12-06 16:16:26,R_2y7rWmwNfIjV98b,,,,,37.280303955078125,-121.9539031982421875,anonymous,EN,RHKF,2,26,6,5,0,0,1,0,1,,2,,1,,12,17,5,,,,,1,5,5,1,86,82,79,95,52,85,76,87,84,14,15,50,50,51,51,20,51,51,44,38,25,40,86,70,88,75,49,57,74,70,46,33,90,1,I did not purchase anything.,,,,,,
2018-12-06 16:33:58,2018-12-06 16:42:06,0,162.204.57.19,100,487,1,2018-12-06 16:42:06,R_2OMtJRqO5X8FXKn,,,,,42.0807037353515625,-88.516998291015625,anonymous,EN,QLDV,2,71,6,2,1,1,1,1,1,,1,,1,,63,60,14,,,,,5,5,5,5,100,74,83,100,47,72,83,100,100,70,61,100,67,79,82,54,84,82,99,81,66,69,100,43,61,71,29,90,90,100,95,81,97,2,PHONE,,,,,,
2018-12-06 16:48:56,2018-12-06 16:57:50,0,71.236.183.35,100,533,1,2018-12-06 16:57:50,R_2WxvBayXRhlJYNz,,,,,45.69140625,-122.58050537109375,anonymous,EN,RIN5,1,52,6,3,0,0,0,0,1,,2,,6,,,,49,,,,,4,2,1,2,70,70,70,75,30,70,70,85,75,30,30,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,50,50,65,65,25,62,2,"wallet, hair dryer, vitamins, sweatshirts",,,,,,
2018-11-30 16:09:59,2018-12-06 17:02:16,0,173.170.14.19,100,521537,1,2018-12-06 17:02:16,R_3UCORIPSW4Zmq7D,,,,,28.1147003173828125,-82.3677978515625,anonymous,EN,U3DG,2,35,6,4,0,0,0,0,2,2,,,1,,50,20,10,,,,,5,3,3,5,65,23,76,32,11,5,52,81,55,19,20,50,50,50,50,7,50,50,93,91,10,50,49,24,48,48,22,8,33,77,38,8,92,2,A computer mouse and a shirt.,,,,,,
